id,lock_version,json_schema_version,vocab_id,"term",term_type_id,"created_by","last_modified_by","create_time","system_mtime","user_mtime"
40,0,1,1,"Minutes",1270,"admin","admin","2016-01-28 12:59:38","2016-01-28 12:59:38","2016-01-28 12:59:38"
41,0,1,1,"Clippings",1270,"admin","admin","2016-01-28 12:59:38","2016-01-28 12:59:38","2016-01-28 12:59:38"
42,0,1,1,"Pamphlets",1270,"admin","admin","2016-01-28 12:59:38","2016-01-28 12:59:38","2016-01-28 12:59:38"
43,0,1,1,"Cookbooks -- United States",1275,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11"
44,0,1,1,"Cookbooks -- History",1275,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11"
45,0,1,1,"Cookbooks",1275,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11"
46,0,1,1,"Advertising -- United States -- History",1275,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11"
47,0,1,1,"Advertising -- History",1275,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11"
48,0,1,1,"Advertising",1275,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11"
49,0,1,1,"payroll",1275,"admin","admin","2016-02-04 15:02:11","2016-02-04 15:02:11","2016-02-04 15:02:11"
50,0,1,1,"United States. Army. Minnesota Infantry Regiment, 1st",1275,"admin","admin","2016-02-04 15:02:11","2016-02-04 15:02:11","2016-02-04 15:02:11"
51,0,1,1,"Saint Paul (Minn.)",1269,"admin","admin","2016-02-04 15:02:11","2016-02-04 15:02:11","2016-02-04 15:02:11"
52,0,1,1,"American poetry -- 20th century",1275,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
53,0,1,1,"Gay men -- United States -- Poetry",1275,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
54,0,1,1,"Gay men -- United States -- Biography",1275,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
55,0,1,1,"Gay's writings",1275,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
56,0,1,1,"Gay men in art",1275,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
57,0,1,1,"Prose poems, American",1275,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
58,0,1,1,"Photographs -- 1964-1990.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
59,0,1,1,"Cartoons -- United States -- 20th Century.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
60,0,1,1,"Lithographs -- 1960-1969.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
61,0,1,1,"Lithographs -- 1970-1979.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
62,0,1,1,"Collages -- 1960-1969.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
63,0,1,1,"Collages -- 1970-1979.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
64,0,1,1,"Oil paintings -- 1960-1969.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
65,0,1,1,"Oil paintings -- 1979-1979.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
66,0,1,1,"Watercolor drawings -- 1960-1969.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
67,0,1,1,"Watercolor drawings -- 1970-1979.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
68,0,1,1,"Lithographs -- 1960-1969 -- Color.",1270,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49"
69,0,1,1,"Publishers and publishing -- New York (State) -- Manuscripts",1275,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25"
70,0,1,1,"Flies, Artificial",1275,"admin","admin","2016-02-10 13:38:58","2016-02-10 13:38:58","2016-02-10 13:38:58"
71,0,1,1,"Fly fishing",1275,"admin","admin","2016-02-10 13:38:58","2016-02-10 13:38:58","2016-02-10 13:38:58"
72,0,1,1,"Fly fishing (West U.S.) -- Pictorial works",1275,"admin","admin","2016-02-10 13:38:58","2016-02-10 13:38:58","2016-02-10 13:38:58"
73,0,1,1,"Fly fishing -- Pictorial works",1275,"admin","admin","2016-02-10 13:38:58","2016-02-10 13:38:58","2016-02-10 13:38:58"
74,0,1,1,"Fly tying",1275,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59"
75,0,1,1,"Drawings (visual works)",1270,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59"
76,0,1,1,"Photographs",1270,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59"
77,0,1,1,"Abolitionists--New York State--History--19th century",1275,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
78,0,1,1,"Diaries",1270,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
79,0,1,1,"Hudson River Valley (N.Y. and N.J.)",1269,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
80,0,1,1,"Underground railroad--New York (State)",1275,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
81,0,1,1,"Humboldt River (Nev.)--Description and travel",1275,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
82,0,1,1,"Mining camps--California--History--19th Century",1275,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
83,0,1,1,"Overland Journeys to the Pacific",1275,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
84,0,1,1,"Truckee river (Calif. and Nev.)--Description and travel",1269,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
85,0,1,1,"World War, 1939-1945",1275,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
86,0,1,1,"World War, 1939-1945--Public opinion--United States",1275,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
87,0,1,1,"World War, 1939-1945--United States--Propaganda",1275,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41"
88,0,1,1,"Clippings (Books, newspapers, etc.)",1275,"admin","admin","2016-02-10 13:39:42","2016-02-10 13:39:42","2016-02-10 13:39:42"
89,0,1,1,"Communists |z United States.",1275,"admin","admin","2016-02-10 13:45:10","2016-02-10 13:45:10","2016-02-10 13:45:10"
90,0,1,1,"Communism.",1275,"admin","admin","2016-02-10 13:45:10","2016-02-10 13:45:10","2016-02-10 13:45:10"
91,0,1,1,"Communism |z United States.",1275,"admin","admin","2016-02-10 13:45:10","2016-02-10 13:45:10","2016-02-10 13:45:10"
92,0,1,1,"Academic freedom.",1275,"admin","admin","2016-02-10 13:45:10","2016-02-10 13:45:10","2016-02-10 13:45:10"
93,0,1,1,"Subjects--Function-AT",1268,"admin","admin","2016-02-11 16:07:47","2016-02-11 16:07:47","2016-02-11 16:07:47"
94,0,1,1,"Subjects--GenreForm--AT",1270,"admin","admin","2016-02-11 16:07:47","2016-02-11 16:07:47","2016-02-11 16:07:47"
95,0,1,1,"Subjects--Geographic Name--AT",1269,"admin","admin","2016-02-11 16:07:47","2016-02-11 16:07:47","2016-02-11 16:07:47"
96,0,1,1,"Subjects--Occupation--AT",1271,"admin","admin","2016-02-11 16:07:47","2016-02-11 16:07:47","2016-02-11 16:07:47"
97,0,1,1,"Subjects--Topical Term--AT",1275,"admin","admin","2016-02-11 16:07:47","2016-02-11 16:07:47","2016-02-11 16:07:47"
98,0,1,1,"Digital file formats",1270,"admin","admin","2016-02-15 18:20:25","2016-02-15 18:20:25","2016-02-15 18:20:25"
99,0,1,1,"Party affiliation -- Law and legislation",1275,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17"
100,0,1,1,"Political parties -- History",1275,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17"
101,0,1,1,"Political parties -- United States",1275,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17"
102,0,1,1,"Gay rights -- United States",1275,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17"
103,0,1,1,"Political campaigns -- United States",1275,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17"
104,0,1,1,"President George W. Bush",1275,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17"
105,0,1,1,"President Gerald R. Ford",1275,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17"
106,0,1,1,"Senator Alan K. Simpson",1275,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17"
107,0,1,1,"Documentary photography",1275,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14"
108,0,1,1,"Young photographers -- Pictorial works",1275,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14"
109,0,1,1,"Photography -- United States",1275,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14"
110,0,1,1,"Gelatin silver prints",1270,"admin","admin","2016-02-29 19:59:15","2016-02-29 19:59:15","2016-02-29 19:59:15"
111,0,1,1,"Black-and-white prints (photographs)",1270,"admin","admin","2016-02-29 19:59:15","2016-02-29 19:59:15","2016-02-29 19:59:15"
112,0,1,1,"Color prints (photographs)",1270,"admin","admin","2016-02-29 19:59:15","2016-02-29 19:59:15","2016-02-29 19:59:15"
113,0,1,1,"Kwaio language",1275,"admin","admin","2016-03-04 14:43:22","2016-03-04 14:43:22","2016-03-04 14:43:22"
114,0,1,1,"Solomon Islands",1269,"admin","admin","2016-03-04 14:43:22","2016-03-04 14:43:22","2016-03-04 14:43:22"
115,0,1,1,"Anthropologists -- Biography",1275,"admin","admin","2016-03-04 14:43:22","2016-03-04 14:43:22","2016-03-04 14:43:22"
116,0,1,1,"Jazz musicians.",1275,"admin","admin","2016-04-01 19:26:01","2016-04-01 19:26:01","2016-04-01 19:26:01"
117,0,1,1,"campus activities and participatory groups",1275,"admin","admin","2016-04-01 19:33:04","2016-04-01 19:33:04","2016-04-01 19:33:04"
118,0,1,1,"Massachusetts Institute of Technology--History",1275,"admin","admin","2016-04-01 19:33:04","2016-04-01 19:33:04","2016-04-01 19:33:04"
119,0,1,1,"Music",1275,"admin","admin","2016-04-01 19:33:04","2016-04-01 19:33:04","2016-04-01 19:33:04"
120,0,1,1,"student life",1275,"admin","admin","2016-04-01 19:33:04","2016-04-01 19:33:04","2016-04-01 19:33:04"
121,0,1,1,"students' societies",1275,"admin","admin","2016-04-01 19:33:04","2016-04-01 19:33:04","2016-04-01 19:33:04"
122,0,1,1,"cultural term",1267,"admin","admin","2016-04-07 18:29:02","2016-04-07 18:29:02","2016-04-07 18:29:02"
123,0,1,1,"title",1276,"admin","admin","2016-04-07 18:29:02","2016-04-07 18:29:02","2016-04-07 18:29:02"
124,0,1,1,"Account books",1270,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
125,0,1,1,"Canaan (N.Y.)",1269,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
126,0,1,1,"Columbia County (N.Y.)",1269,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
127,0,1,1,"Franklin County (Kan.)",1269,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
128,0,1,1,"Frontier and pioneer life -- Connecticut",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
129,0,1,1,"Frontier and pioneer life -- Kansas",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
130,0,1,1,"Frontier and pioneer life -- Michigan",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
131,0,1,1,"Frontier and pioneer life -- Ohio",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
132,0,1,1,"Frontier and pioneer life -- Wisconsin",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
133,0,1,1,"Gold mines and mining -- Colorado",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
134,0,1,1,"Land speculation -- Michigan",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
135,0,1,1,"Ledgers (account books)",1270,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
136,0,1,1,"Letters (correspondence)",1270,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
137,0,1,1,"Poetry",1270,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
138,0,1,1,"Railroads -- West (U.S.)",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
139,0,1,1,"Satire",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
140,0,1,1,"Transportation -- United States",1275,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
141,0,1,1,"United States -- History -- Civil War, 1861-1865 -- Medical care",1269,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29"
155,0,1,1,"Agriculture -- Michigan",1275,"buschedw","buschedw","2016-04-11 15:19:49","2016-04-11 15:19:49","2016-04-11 15:19:49"
156,0,1,1,"Ionia County (Mich.)",1269,"buschedw","buschedw","2016-04-11 15:19:49","2016-04-11 15:19:49","2016-04-11 15:19:49"
157,0,1,1,"Letters",1270,"buschedw","buschedw","2016-04-11 15:19:49","2016-04-11 15:19:49","2016-04-11 15:19:49"
158,0,1,1,"Lyons (Mich. : Township)",1269,"buschedw","buschedw","2016-04-11 15:19:49","2016-04-11 15:19:49","2016-04-11 15:19:49"
159,0,1,1,"Michigan -- Politics and government",1269,"buschedw","buschedw","2016-04-11 15:19:49","2016-04-11 15:19:49","2016-04-11 15:19:49"
160,0,1,1,"Real property -- Michigan",1275,"buschedw","buschedw","2016-04-11 15:19:49","2016-04-11 15:19:49","2016-04-11 15:19:49"
161,0,1,1,"Taxation -- Michigan",1275,"buschedw","buschedw","2016-04-11 15:19:49","2016-04-11 15:19:49","2016-04-11 15:19:49"
162,0,1,1,"College publications",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
163,0,1,1,"Equal opportunity in employment",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
164,0,1,1,"Handbooks",1270,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
165,0,1,1,"Manuals",1270,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
166,0,1,1,"Medical care -- Michigan",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
167,0,1,1,"Medical colleges -- Michigan -- History",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
168,0,1,1,"Medical teaching personnel",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
169,0,1,1,"Medicine -- Michigan",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
170,0,1,1,"Medicine -- Research",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
171,0,1,1,"Medicine -- Study and teaching",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
172,0,1,1,"Universities and colleges -- Faculty",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
173,0,1,1,"Women in medicine",1275,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42"
174,0,1,1,"Universities and colleges -- Professional staff",1275,"buschedw","buschedw","2016-04-11 17:10:02","2016-04-11 17:10:02","2016-04-11 17:10:02"
175,0,1,1,"Aged women--United States",1275,"admin","admin","2016-04-22 19:41:44","2016-04-22 19:41:44","2016-04-22 19:41:44"
176,0,1,1,"Businessmen--Mississippi--Vicksburg",1275,"admin","admin","2016-05-09 02:11:30","2016-05-09 02:11:30","2016-05-09 02:11:30"
177,0,1,1,"Civic leaders--Mississippi--Vicksburg",1275,"admin","admin","2016-05-09 02:11:30","2016-05-09 02:11:30","2016-05-09 02:11:30"
178,0,1,1,"Harvard University",1275,"admin","admin","2016-05-09 02:11:30","2016-05-09 02:11:30","2016-05-09 02:11:30"
179,0,1,1,"Phillips Exeter Academy",1275,"admin","admin","2016-05-09 02:11:30","2016-05-09 02:11:30","2016-05-09 02:11:30"
180,0,1,1,"World War, 1914-1918",1275,"admin","admin","2016-05-09 02:11:30","2016-05-09 02:11:30","2016-05-09 02:11:30"
181,0,1,1,"World War, 1914-1918--Veterans",1275,"admin","admin","2016-05-09 02:11:30","2016-05-09 02:11:30","2016-05-09 02:11:30"
182,0,1,1,"Cuba -- History -- Revolution, 1959",1269,"admin","admin","2016-05-09 18:41:02","2016-05-09 18:41:02","2016-05-09 18:41:02"
183,0,1,1,"Cuba -- Foreign relations -- United States",1269,"admin","admin","2016-05-09 18:41:02","2016-05-09 18:41:02","2016-05-09 18:41:02"
184,0,1,1,"Conservation--California",1275,"test-user","test-user","2016-05-11 23:28:57","2016-05-11 23:28:57","2016-05-11 23:28:57"
185,0,1,1,"Parks--California",1275,"test-user","test-user","2016-05-11 23:28:57","2016-05-11 23:28:57","2016-05-11 23:28:57"
186,0,1,1,"Addresses",1270,"test-user","test-user","2016-05-11 23:28:57","2016-05-11 23:28:57","2016-05-11 23:28:57"
188,0,1,1,"Cuba--Foreign relations--United States",1269,"admin","admin","2016-05-12 19:21:02","2016-05-12 19:21:02","2016-05-12 19:21:02"
189,0,1,1,"gardeb",1267,"test-user","test-user","2016-05-12 20:18:04","2016-05-12 20:18:04","2016-05-12 20:18:04"
190,0,1,1,"Cosmic background radiation",1275,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33"
191,0,1,1,"Cosmology",1275,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33"
192,0,1,1,"Cosmology--Observations",1275,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33"
193,0,1,1,"Galaxies--Clusters",1275,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33"
194,0,1,1,"Hydrodynamics",1275,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33"
195,0,1,1,"Research data",1270,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33"
196,0,1,1,"Research-Data processing",1275,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33"
197,0,1,1,"Documentary photography -- Kansas",1275,"admin","admin","2016-06-01 15:01:39","2016-06-01 15:01:39","2016-06-01 15:01:39"
198,0,1,1,"Documentary photography -- United States -- Exhibitions",1275,"admin","admin","2016-06-01 15:01:39","2016-06-01 15:01:39","2016-06-01 15:01:39"
199,0,1,1,"Grassland fires -- Pictorial works",1275,"admin","admin","2016-06-01 15:01:39","2016-06-01 15:01:39","2016-06-01 15:01:39"
200,0,1,1,"Kansas -- Pictorial works",1269,"admin","admin","2016-06-01 15:01:39","2016-06-01 15:01:39","2016-06-01 15:01:39"
201,0,1,1,"Photography of fires",1275,"admin","admin","2016-06-01 15:01:39","2016-06-01 15:01:39","2016-06-01 15:01:39"
202,0,1,1,"Wildfires -- Pictorial works",1275,"admin","admin","2016-06-01 15:01:39","2016-06-01 15:01:39","2016-06-01 15:01:39"
203,0,1,1,"Audiocassettes",1270,"admin","admin","2016-06-01 15:01:39","2016-06-01 15:01:39","2016-06-01 15:01:39"
204,0,1,1,"Color photographs",1270,"admin","admin","2016-06-01 15:01:39","2016-06-01 15:01:39","2016-06-01 15:01:39"
205,0,1,1,"Michigan",1269,"buschedw","buschedw","2016-06-27 16:29:02","2016-06-27 16:29:02","2016-06-27 16:29:02"
206,0,1,1,"Minutes (Records)",1270,"buschedw","buschedw","2016-06-27 16:29:02","2016-06-27 16:29:02","2016-06-27 16:29:02"
207,0,1,1,"Neurology",1275,"buschedw","buschedw","2016-06-27 16:29:02","2016-06-27 16:29:02","2016-06-27 16:29:02"
