id,lock_version,json_schema_version,"building","title","floor","room","area","barcode","classification","coordinate_1_label","coordinate_1_indicator","coordinate_2_label","coordinate_2_indicator","coordinate_3_label","coordinate_3_indicator",temporary_id,"created_by","last_modified_by","create_time","system_mtime","user_mtime"
51,0,1,"Building","Building, Floor, Room [Range: B, Section: 2, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","2","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
52,0,1,"Building","Building, Floor, Room [Range: B, Section: 2, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","2","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
53,0,1,"Building","Building, Floor, Room [Range: B, Section: 2, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","2","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
54,0,1,"Building","Building, Floor, Room [Range: B, Section: 2, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","2","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
55,0,1,"Building","Building, Floor, Room [Range: B, Section: 2, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","2","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
56,0,1,"Building","Building, Floor, Room [Range: B, Section: 2, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","2","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
57,0,1,"Building","Building, Floor, Room [Range: B, Section: 3, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","3","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
58,0,1,"Building","Building, Floor, Room [Range: B, Section: 3, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","3","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
59,0,1,"Building","Building, Floor, Room [Range: B, Section: 3, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","3","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
60,0,1,"Building","Building, Floor, Room [Range: B, Section: 3, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","3","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
61,0,1,"Building","Building, Floor, Room [Range: B, Section: 3, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","3","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
62,0,1,"Building","Building, Floor, Room [Range: B, Section: 3, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","3","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
63,0,1,"Building","Building, Floor, Room [Range: B, Section: 3, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","3","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
64,0,1,"Building","Building, Floor, Room [Range: B, Section: 3, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","3","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
65,0,1,"Building","Building, Floor, Room [Range: B, Section: 4, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","4","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
66,0,1,"Building","Building, Floor, Room [Range: B, Section: 4, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","4","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
67,0,1,"Building","Building, Floor, Room [Range: B, Section: 4, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","4","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
68,0,1,"Building","Building, Floor, Room [Range: B, Section: 4, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","4","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
69,0,1,"Building","Building, Floor, Room [Range: B, Section: 4, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","4","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
70,0,1,"Building","Building, Floor, Room [Range: B, Section: 4, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","4","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
71,0,1,"Building","Building, Floor, Room [Range: B, Section: 4, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","4","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
72,0,1,"Building","Building, Floor, Room [Range: B, Section: 4, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","4","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
73,0,1,"Building","Building, Floor, Room [Range: B, Section: 5, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","5","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
74,0,1,"Building","Building, Floor, Room [Range: B, Section: 5, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","5","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
75,0,1,"Building","Building, Floor, Room [Range: B, Section: 5, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","5","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
76,0,1,"Building","Building, Floor, Room [Range: B, Section: 5, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","5","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
77,0,1,"Building","Building, Floor, Room [Range: B, Section: 5, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","5","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
78,0,1,"Building","Building, Floor, Room [Range: B, Section: 5, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","5","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
79,0,1,"Building","Building, Floor, Room [Range: B, Section: 5, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","5","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
80,0,1,"Building","Building, Floor, Room [Range: B, Section: 5, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","B","Section","5","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
81,0,1,"Building","Building, Floor, Room [Range: C, Section: 1, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","1","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
82,0,1,"Building","Building, Floor, Room [Range: C, Section: 1, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","1","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
83,0,1,"Building","Building, Floor, Room [Range: C, Section: 1, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","1","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
84,0,1,"Building","Building, Floor, Room [Range: C, Section: 1, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","1","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
85,0,1,"Building","Building, Floor, Room [Range: C, Section: 1, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","1","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
86,0,1,"Building","Building, Floor, Room [Range: C, Section: 1, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","1","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
87,0,1,"Building","Building, Floor, Room [Range: C, Section: 1, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","1","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
88,0,1,"Building","Building, Floor, Room [Range: C, Section: 1, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","1","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
89,0,1,"Building","Building, Floor, Room [Range: C, Section: 2, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","2","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
90,0,1,"Building","Building, Floor, Room [Range: C, Section: 2, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","2","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
91,0,1,"Building","Building, Floor, Room [Range: C, Section: 2, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","2","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
92,0,1,"Building","Building, Floor, Room [Range: C, Section: 2, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","2","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
93,0,1,"Building","Building, Floor, Room [Range: C, Section: 2, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","2","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
94,0,1,"Building","Building, Floor, Room [Range: C, Section: 2, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","2","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
95,0,1,"Building","Building, Floor, Room [Range: C, Section: 2, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","2","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
96,0,1,"Building","Building, Floor, Room [Range: C, Section: 2, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","2","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
97,0,1,"Building","Building, Floor, Room [Range: C, Section: 3, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","3","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
98,0,1,"Building","Building, Floor, Room [Range: C, Section: 3, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","3","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
99,0,1,"Building","Building, Floor, Room [Range: C, Section: 3, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","3","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
100,0,1,"Building","Building, Floor, Room [Range: C, Section: 3, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","3","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
101,0,1,"Building","Building, Floor, Room [Range: C, Section: 3, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","3","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
102,0,1,"Building","Building, Floor, Room [Range: C, Section: 3, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","3","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
103,0,1,"Building","Building, Floor, Room [Range: C, Section: 3, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","3","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
104,0,1,"Building","Building, Floor, Room [Range: C, Section: 3, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","3","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
105,0,1,"Building","Building, Floor, Room [Range: C, Section: 4, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","4","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
106,0,1,"Building","Building, Floor, Room [Range: C, Section: 4, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","4","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
107,0,1,"Building","Building, Floor, Room [Range: C, Section: 4, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","C","Section","4","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:25","2017-07-13 22:14:18","2016-01-11 14:34:25"
