id,top_container_id,location_id,aspace_relationship_position,suppressed,"jsonmodel_type","status","start_date","end_date","note","created_by","last_modified_by","system_mtime","user_mtime"
111,496,1,0,0,"container_location","current","2016-05-05",NULL,NULL,NULL,NULL,"2016-05-05 19:16:05","2016-05-05 19:16:05"
118,1424,2,0,0,"container_location","current","2016-06-21",NULL,NULL,NULL,NULL,"2016-06-21 19:08:48","2016-06-21 19:08:48"
126,1380,301,0,0,"container_location","current","2016-06-23",NULL,NULL,NULL,NULL,"2016-06-23 08:27:40","2016-06-23 08:27:40"
131,1423,2,0,0,"container_location","current","2016-06-21",NULL,NULL,NULL,NULL,"2016-06-27 17:47:39","2016-06-27 17:47:39"
133,1442,1019,0,0,"container_location","current","2016-06-28",NULL,NULL,NULL,NULL,"2016-06-28 16:50:19","2016-06-28 16:50:19"
138,1006,532,0,0,"container_location","current","2016-06-29",NULL,NULL,NULL,NULL,"2016-06-29 15:50:36","2016-06-29 15:50:36"
139,1005,533,0,0,"container_location","current","2016-06-29",NULL,NULL,NULL,NULL,"2016-06-29 15:50:36","2016-06-29 15:50:36"
140,1471,1020,0,0,"container_location","current","2016-06-29",NULL,NULL,NULL,NULL,"2016-06-29 18:25:21","2016-06-29 18:25:21"
141,1467,1020,0,0,"container_location","current","2016-06-29",NULL,NULL,NULL,NULL,"2016-06-29 18:39:06","2016-06-29 18:39:06"
142,1470,1026,0,0,"container_location","current","2016-06-29",NULL,NULL,NULL,NULL,"2016-06-29 18:39:06","2016-06-29 18:39:06"
154,790,1,0,0,"container_location","current","2016-03-04",NULL,NULL,NULL,NULL,"2016-06-30 14:59:02","2016-06-30 14:59:02"
155,791,1,0,0,"container_location","current","2016-03-04",NULL,NULL,NULL,NULL,"2016-06-30 14:59:28","2016-06-30 14:59:28"
157,1491,528,0,0,"container_location","current","2016-06-30",NULL,NULL,NULL,NULL,"2016-06-30 15:54:09","2016-06-30 15:54:09"
158,1441,527,0,0,"container_location","current","2016-06-28",NULL,NULL,NULL,NULL,"2016-07-01 15:03:13","2016-07-01 15:03:13"
159,1490,522,0,0,"container_location","current","2016-06-30",NULL,NULL,NULL,NULL,"2016-07-01 18:01:36","2016-07-01 18:01:36"
160,1493,522,0,0,"container_location","current","2016-07-02",NULL,NULL,NULL,NULL,"2016-07-02 15:17:41","2016-07-02 15:17:41"
161,1497,361,0,0,"container_location","current","2016-07-05",NULL,NULL,NULL,NULL,"2016-07-05 17:33:02","2016-07-05 17:33:02"
163,1404,1099,0,0,"container_location","current","2016-07-07",NULL,NULL,NULL,NULL,"2016-07-07 16:22:46","2016-07-07 16:22:46"
166,1588,1016,0,0,"container_location","current","2016-07-13","2016-08-31","This is the space",NULL,NULL,"2016-07-13 13:51:17","2016-07-13 13:51:17"
167,771,1015,0,0,"container_location","current","2016-07-13",NULL,NULL,NULL,NULL,"2016-07-13 14:16:23","2016-07-13 14:16:23"
170,1460,1017,0,0,"container_location","current","2016-07-13",NULL,NULL,NULL,NULL,"2016-07-13 14:17:39","2016-07-13 14:17:39"
171,631,322,0,0,"container_location","current","2016-06-28",NULL,NULL,NULL,NULL,"2016-07-13 20:13:41","2016-07-13 20:13:41"
185,1456,535,0,0,"container_location","current","2016-07-19",NULL,NULL,NULL,NULL,"2016-07-19 14:54:02","2016-07-19 14:54:02"
188,1455,534,0,0,"container_location","current","2016-07-19",NULL,NULL,NULL,NULL,"2016-07-19 14:54:02","2016-07-19 14:54:02"
189,1448,535,0,0,"container_location","current","2016-07-19",NULL,NULL,NULL,NULL,"2016-07-19 14:54:02","2016-07-19 14:54:02"
190,1452,1259,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:30:31","2016-08-02 02:30:31"
191,1454,1259,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:30:31","2016-08-02 02:30:31"
192,1457,1271,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:31:06","2016-08-02 02:31:06"
193,1447,1271,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:31:06","2016-08-02 02:31:06"
194,1462,1270,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:32:34","2016-08-02 02:32:34"
195,1458,1270,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:32:34","2016-08-02 02:32:34"
196,1459,1261,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:33:04","2016-08-02 02:33:04"
197,1461,1261,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:33:04","2016-08-02 02:33:04"
198,1473,1270,0,0,"container_location","current","2016-08-01",NULL,NULL,NULL,NULL,"2016-08-02 02:34:46","2016-08-02 02:34:46"
199,1829,1333,0,0,"container_location","current","2016-08-16",NULL,NULL,NULL,NULL,"2016-08-16 15:34:00","2016-08-16 15:34:00"
200,1869,1258,0,0,"container_location","current","2016-09-02",NULL,NULL,NULL,NULL,"2016-09-02 14:04:44","2016-09-02 14:04:44"
202,2497,52,0,0,"container_location","current","2016-11-17",NULL,NULL,NULL,NULL,"2016-11-17 15:31:23","2016-11-17 15:31:23"
206,2537,1074,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
207,2539,1033,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
208,2543,1304,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
209,2544,1075,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
210,2546,544,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
211,2547,157,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
212,2548,152,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
213,2554,1298,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
214,2555,155,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
215,2560,545,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
216,2561,1016,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
217,2562,159,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
218,2563,455,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
220,2568,154,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
221,2569,251,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
222,2570,287,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
223,2571,699,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
224,2572,528,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
225,2577,481,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
226,2578,545,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
227,2579,152,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:27:17","2017-01-27 16:27:17"
230,2515,1072,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:35:03","2017-01-27 16:35:03"
231,2516,1073,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:35:03","2017-01-27 16:35:03"
232,2529,1074,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:35:03","2017-01-27 16:35:03"
233,2530,1075,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:35:03","2017-01-27 16:35:03"
234,2531,1076,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:35:03","2017-01-27 16:35:03"
235,2532,1077,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:35:03","2017-01-27 16:35:03"
237,2534,1078,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:35:03","2017-01-27 16:35:03"
238,2535,1079,0,0,"container_location","current","2017-01-27",NULL,NULL,NULL,NULL,"2017-01-27 16:35:03","2017-01-27 16:35:03"
240,2878,152,0,0,"container_location","current","2017-02-01",NULL,NULL,NULL,NULL,"2017-02-01 17:15:40","2017-02-01 17:15:40"
244,2879,1335,0,0,"container_location","current","2017-02-08",NULL,NULL,NULL,NULL,"2017-02-08 04:01:13","2017-02-08 04:01:13"
245,2879,1334,1,0,"container_location","current","2017-02-07","2017-02-08",NULL,NULL,NULL,"2017-02-08 04:01:13","2017-02-08 04:01:13"
246,997,156,0,0,"container_location","current","2017-02-10",NULL,NULL,NULL,NULL,"2017-02-10 19:34:29","2017-02-10 19:34:29"
247,1598,321,0,0,"container_location","current","2016-07-17",NULL,NULL,NULL,NULL,"2017-03-21 18:38:04","2017-03-21 18:38:04"
248,1843,524,0,0,"container_location","current","2017-03-21",NULL,NULL,NULL,NULL,"2017-03-21 20:47:40","2017-03-21 20:47:40"
249,1846,544,0,0,"container_location","current","2017-03-21",NULL,NULL,NULL,NULL,"2017-03-21 20:48:28","2017-03-21 20:48:28"
250,1847,1333,0,0,"container_location","current","2017-03-21",NULL,NULL,NULL,NULL,"2017-03-21 20:48:28","2017-03-21 20:48:28"
251,1819,544,0,0,"container_location","current","2017-03-22",NULL,NULL,NULL,NULL,"2017-03-22 15:50:12","2017-03-22 15:50:12"
252,1820,1099,0,0,"container_location","current","2017-03-22",NULL,NULL,NULL,NULL,"2017-03-22 15:51:19","2017-03-22 15:51:19"
253,9018,1099,0,0,"container_location","current","2017-03-22",NULL,NULL,NULL,NULL,"2017-03-22 15:51:19","2017-03-22 15:51:19"
254,1821,1098,0,0,"container_location","current","2017-03-22",NULL,NULL,NULL,NULL,"2017-03-22 15:51:19","2017-03-22 15:51:19"
256,9153,309,0,0,"container_location","current","2017-03-30",NULL,NULL,NULL,NULL,"2017-03-30 14:12:46","2017-03-30 14:12:46"
258,9154,309,0,0,"container_location","current","2017-03-30",NULL,NULL,NULL,NULL,"2017-03-30 14:56:16","2017-03-30 14:56:16"
259,9638,1,0,0,"container_location","current","2017-04-07",NULL,NULL,NULL,NULL,"2017-04-07 19:16:19","2017-04-07 19:16:19"
261,9155,5,0,0,"container_location","current","2017-03-30",NULL,NULL,NULL,NULL,"2017-04-07 19:21:18","2017-04-07 19:21:18"
263,9156,2,0,0,"container_location","current","2017-04-07",NULL,NULL,NULL,NULL,"2017-04-10 15:19:40","2017-04-10 15:19:40"
