id,repo_id,lock_version,json_schema_version,"job_blob","time_submitted","time_started","time_finished",owner_id,"status","created_by","last_modified_by","create_time","system_mtime","user_mtime","job_params","job_type"
11,2,4,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers_test.xml\"]}","2016-01-10 17:13:01","2016-01-10 17:13:03","2016-01-10 17:13:13",1,"completed","admin","admin","2016-01-10 17:13:01","2016-01-10 17:13:13","2016-01-10 17:13:01","\"\"","import_job"
12,2,4,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers_test.xml\"]}","2016-01-10 17:38:16","2016-01-10 17:38:20","2016-01-10 17:38:30",1,"completed","admin","admin","2016-01-10 17:38:16","2016-01-10 17:38:30","2016-01-10 17:38:16","\"\"","import_job"
13,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-11 00:19:59","2016-01-11 00:20:02","2016-01-11 00:20:07",1,"failed","admin","admin","2016-01-11 00:19:59","2016-01-11 00:20:07","2016-01-11 00:19:59","\"\"","import_job"
14,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-11 00:21:11","2016-01-11 00:21:12","2016-01-11 00:21:17",1,"failed","admin","admin","2016-01-11 00:21:11","2016-01-11 00:21:17","2016-01-11 00:21:11","\"\"","import_job"
15,2,4,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-11 00:40:45","2016-01-11 00:40:48","2016-01-11 00:40:58",1,"completed","admin","admin","2016-01-11 00:40:45","2016-01-11 00:40:58","2016-01-11 00:40:45","\"\"","import_job"
16,2,4,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-11 00:58:03","2016-01-11 00:58:03","2016-01-11 00:58:14",1,"completed","admin","admin","2016-01-11 00:58:03","2016-01-11 00:58:14","2016-01-11 00:58:03","\"\"","import_job"
17,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-12 01:02:21","2016-01-12 01:02:22","2016-01-12 01:02:27",1,"failed","admin","admin","2016-01-12 01:02:21","2016-01-12 01:02:27","2016-01-12 01:02:21","\"\"","import_job"
18,2,4,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-12 01:08:52","2016-01-12 01:08:52","2016-01-12 01:09:03",1,"completed","admin","admin","2016-01-12 01:08:52","2016-01-12 01:09:03","2016-01-12 01:08:52","\"\"","import_job"
19,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-12 01:12:14","2016-01-12 01:12:18","2016-01-12 01:12:23",1,"failed","admin","admin","2016-01-12 01:12:14","2016-01-12 01:12:23","2016-01-12 01:12:14","\"\"","import_job"
20,2,4,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-12 01:17:06","2016-01-12 01:17:08","2016-01-12 01:17:18",1,"completed","admin","admin","2016-01-12 01:17:06","2016-01-12 01:17:18","2016-01-12 01:17:06","\"\"","import_job"
21,2,4,1,"{\"report_type\":\"resourcesrecordreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-01-14 18:34:04","2016-01-14 18:34:04","2016-01-14 18:34:14",1,"failed","admin","admin","2016-01-14 18:34:04","2016-01-14 18:34:14","2016-01-14 18:34:04","\"\"","report_job"
22,2,3,1,"{\"report_type\":\"resourceslistreport\",\"format\":\"xlsx\",\"jsonmodel_type\":\"report_job\"}","2016-01-14 18:35:26","2016-01-14 18:35:29","2016-01-14 18:35:34",1,"failed","admin","admin","2016-01-14 18:35:26","2016-01-14 18:35:34","2016-01-14 18:35:26","\"\"","report_job"
23,2,5,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-17 14:29:21","2016-01-17 14:29:25","2016-01-17 14:29:40",1,"completed","admin","admin","2016-01-17 14:29:21","2016-01-17 14:29:40","2016-01-17 14:29:21","\"\"","import_job"
24,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-17 22:11:16","2016-01-17 22:11:19","2016-01-17 22:11:24",1,"failed","admin","admin","2016-01-17 22:11:16","2016-01-17 22:11:24","2016-01-17 22:11:16","\"\"","import_job"
25,2,4,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-17 22:12:30","2016-01-17 22:12:34","2016-01-17 22:12:44",1,"completed","admin","admin","2016-01-17 22:12:30","2016-01-17 22:12:44","2016-01-17 22:12:30","\"\"","import_job"
26,2,4,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SamuelSwitzerPapers.xml\"]}","2016-01-17 22:15:20","2016-01-17 22:15:24","2016-01-17 22:15:34",1,"completed","admin","admin","2016-01-17 22:15:20","2016-01-17 22:15:34","2016-01-17 22:15:20","\"\"","import_job"
27,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"ThomWilliamson.xml\"]}","2016-01-21 02:41:03","2016-01-21 02:41:07","2016-01-21 02:41:12",1,"failed","admin","admin","2016-01-21 02:41:03","2016-01-21 02:41:12","2016-01-21 02:41:03","\"\"","import_job"
28,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"ThomWilliamson.xml\"]}","2016-01-21 02:44:46","2016-01-21 02:44:47","2016-01-21 02:44:52",1,"failed","admin","admin","2016-01-21 02:44:46","2016-01-21 02:44:52","2016-01-21 02:44:46","\"\"","import_job"
29,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"ThomWilliamson.xml\"]}","2016-01-21 02:58:40","2016-01-21 02:58:42","2016-01-21 02:58:47",1,"completed","admin","admin","2016-01-21 02:58:40","2016-01-21 02:58:47","2016-01-21 02:58:40","\"\"","import_job"
30,2,4,1,"{\"report_type\":\"created_accessions\",\"format\":\"pdf\",\"jsonmodel_type\":\"report_job\"}","2016-01-21 18:53:12","2016-01-21 18:53:13","2016-01-21 18:53:24",1,"failed","admin","admin","2016-01-21 18:53:12","2016-01-21 18:53:24","2016-01-21 18:53:12","\"{\\\"from\\\":\\\"2014-02-10\\\",\\\"to\\\":\\\"2016-01-31\\\"}\"","report_job"
31,2,3,1,"{\"report_type\":\"accessionsacquiredreport\",\"format\":\"pdf\",\"jsonmodel_type\":\"report_job\"}","2016-01-21 18:54:44","2016-01-21 18:54:49","2016-01-21 18:54:54",1,"failed","admin","admin","2016-01-21 18:54:44","2016-01-21 18:54:54","2016-01-21 18:54:44","\"\"","report_job"
32,3,5,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"modifiedEAD.xml\"]}","2016-01-24 13:21:14","2016-01-24 13:21:19","2016-01-24 13:21:34",1,"completed","admin","admin","2016-01-24 13:21:14","2016-01-24 13:21:34","2016-01-24 13:21:14","\"\"","import_job"
33,2,3,1,"{\"import_type\":\"marcxml_accession\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SpC_MS_0210_ead - ArchivesSpace test.xml\",\"SpC_MS_0121_ead - ArchivesSpace test.xml\"]}","2016-01-28 12:48:26","2016-01-28 12:48:28","2016-01-28 12:48:33",1,"completed","admin","admin","2016-01-28 12:48:26","2016-01-28 12:48:33","2016-01-28 12:48:26","\"\"","import_job"
34,2,11,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"SpC_MS_0210_ead - ArchivesSpace test.xml\",\"SpC_MS_0121_ead - ArchivesSpace test.xml\"]}","2016-01-28 12:58:54","2016-01-28 12:58:59","2016-01-28 12:59:44",1,"completed","admin","admin","2016-01-28 12:58:54","2016-01-28 12:59:44","2016-01-28 12:58:54","\"\"","import_job"
35,2,8,1,"{\"source\":\"/repositories/2/resources/20\",\"jsonmodel_type\":\"print_to_pdf_job\"}","2016-01-28 13:06:58","2016-01-28 13:07:00","2016-01-28 13:07:30",1,"completed","admin","admin","2016-01-28 13:06:58","2016-01-28 13:07:30","2016-01-28 13:06:58","\"\"","print_to_pdf_job"
36,2,3,1,"{\"source\":\"/repositories/2/resources/21\",\"jsonmodel_type\":\"print_to_pdf_job\"}","2016-01-28 13:13:59","2016-01-28 13:14:00","2016-01-28 13:14:05",1,"completed","admin","admin","2016-01-28 13:13:59","2016-01-28 13:14:05","2016-01-28 13:13:59","\"\"","print_to_pdf_job"
37,3,6,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"inu-ead-archon-1540.xml\"]}","2016-01-29 17:08:18","2016-01-29 17:08:22","2016-01-29 17:08:42",1,"failed","admin","admin","2016-01-29 17:08:18","2016-01-29 17:08:42","2016-01-29 17:08:18","\"\"","import_job"
38,3,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"inu-ead-nua-archon-1115.xml\"]}","2016-01-29 17:10:16","2016-01-29 17:10:17","2016-01-29 17:10:22",1,"failed","admin","admin","2016-01-29 17:10:16","2016-01-29 17:10:22","2016-01-29 17:10:16","\"\"","import_job"
39,2,4,1,"{\"report_type\":\"resourcesdeaccessionslistreport\",\"format\":\"csv\",\"jsonmodel_type\":\"report_job\"}","2016-01-31 22:33:34","2016-01-31 22:33:35","2016-01-31 22:33:45",1,"failed","admin","admin","2016-01-31 22:33:34","2016-01-31 22:33:45","2016-01-31 22:33:34","\"\"","report_job"
40,3,5,1,"{\"source\":\"/repositories/3/resources/19\",\"jsonmodel_type\":\"print_to_pdf_job\"}","2016-02-02 18:24:36","2016-02-02 18:24:37","2016-02-02 18:24:52",1,"failed","admin","admin","2016-02-02 18:24:36","2016-02-02 18:24:52","2016-02-02 18:24:36","\"\"","print_to_pdf_job"
41,3,3,1,"{\"source\":\"/repositories/3/resources/19\",\"jsonmodel_type\":\"print_to_pdf_job\"}","2016-02-02 18:25:05","2016-02-02 18:25:07","2016-02-02 18:25:12",1,"failed","admin","admin","2016-02-02 18:25:05","2016-02-02 18:25:12","2016-02-02 18:25:05","\"\"","print_to_pdf_job"
42,3,4,1,"{\"source\":\"/repositories/3/resources/16\",\"jsonmodel_type\":\"print_to_pdf_job\"}","2016-02-02 18:25:37","2016-02-02 18:25:37","2016-02-02 18:25:48",1,"completed","admin","admin","2016-02-02 18:25:37","2016-02-02 18:25:48","2016-02-02 18:25:37","\"\"","print_to_pdf_job"
43,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"import_test.xml\"]}","2016-02-03 14:13:05","2016-02-03 14:13:06","2016-02-03 14:13:11",1,"completed","admin","admin","2016-02-03 14:13:05","2016-02-03 14:13:11","2016-02-03 14:13:05","\"\"","import_job"
44,2,58,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"petersoncookbooks.xml\"]}","2016-02-03 16:27:38","2016-02-03 16:27:40","2016-02-03 16:32:25",1,"completed","admin","admin","2016-02-03 16:27:38","2016-02-03 16:32:25","2016-02-03 16:27:38","\"\"","import_job"
45,3,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"Mss_8.PH_5_ead.xml\"]}","2016-02-03 23:34:40","2016-02-03 23:34:43","2016-02-03 23:34:48",1,"failed","admin","admin","2016-02-03 23:34:40","2016-02-03 23:34:48","2016-02-03 23:34:40","\"\"","import_job"
46,3,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"Mss_8.PH_5_ead.xml\"]}","2016-02-03 23:44:47","2016-02-03 23:44:48","2016-02-03 23:44:53",1,"failed","admin","admin","2016-02-03 23:44:47","2016-02-03 23:44:53","2016-02-03 23:44:47","\"\"","import_job"
47,3,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"Mss_8.PH_5_ead.xml\"]}","2016-02-03 23:58:19","2016-02-03 23:58:24","2016-02-03 23:58:29",1,"failed","admin","admin","2016-02-03 23:58:19","2016-02-03 23:58:29","2016-02-03 23:58:19","\"\"","import_job"
48,3,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"Mss_8.PH_5_ead.xml\"]}","2016-02-03 23:59:20","2016-02-03 23:59:24","2016-02-03 23:59:29",1,"failed","admin","admin","2016-02-03 23:59:20","2016-02-03 23:59:29","2016-02-03 23:59:20","\"\"","import_job"
49,3,4,1,"{\"report_type\":\"resourcesdeaccessionslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-04 01:48:19","2016-02-04 01:48:22","2016-02-04 01:48:32",1,"failed","admin","admin","2016-02-04 01:48:19","2016-02-04 01:48:32","2016-02-04 01:48:19","\"\"","report_job"
50,3,3,1,"{\"report_type\":\"resourceslocationslistreport\",\"format\":\"pdf\",\"jsonmodel_type\":\"report_job\"}","2016-02-04 01:49:47","2016-02-04 01:49:47","2016-02-04 01:49:52",1,"failed","admin","admin","2016-02-04 01:49:47","2016-02-04 01:49:52","2016-02-04 01:49:47","\"\"","report_job"
51,3,3,1,"{\"report_type\":\"resourceslocationslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-04 01:59:50","2016-02-04 01:59:53","2016-02-04 01:59:58",1,"failed","admin","admin","2016-02-04 01:59:50","2016-02-04 01:59:58","2016-02-04 01:59:50","\"\"","report_job"
52,3,3,1,"{\"report_type\":\"resourceslocationslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-04 02:11:09","2016-02-04 02:11:13","2016-02-04 02:11:18",1,"failed","admin","admin","2016-02-04 02:11:09","2016-02-04 02:11:18","2016-02-04 02:11:09","\"\"","report_job"
53,3,3,1,"{\"report_type\":\"resourceslocationslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-04 02:24:38","2016-02-04 02:24:39","2016-02-04 02:24:44",1,"failed","admin","admin","2016-02-04 02:24:38","2016-02-04 02:24:44","2016-02-04 02:24:38","\"\"","report_job"
54,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"Mss_8.PH_5_ead.xml\"]}","2016-02-04 14:24:56","2016-02-04 14:24:58","2016-02-04 14:25:03",1,"failed","admin","admin","2016-02-04 14:24:56","2016-02-04 14:25:03","2016-02-04 14:24:56","\"\"","import_job"
55,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"Mss_8.PH_5_ead.xml\"]}","2016-02-04 15:02:07","2016-02-04 15:02:09","2016-02-04 15:02:14",1,"completed","admin","admin","2016-02-04 15:02:07","2016-02-04 15:02:14","2016-02-04 15:02:07","\"\"","import_job"
56,2,4,1,"{\"report_type\":\"resourceslocationslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-04 15:47:54","2016-02-04 15:47:56","2016-02-04 15:48:06",1,"failed","admin","admin","2016-02-04 15:47:54","2016-02-04 15:48:06","2016-02-04 15:47:54","\"\"","report_job"
57,2,3,1,"{\"report_type\":\"subjectrecordsreport\",\"format\":\"html\",\"jsonmodel_type\":\"report_job\"}","2016-02-04 15:50:32","2016-02-04 15:50:36","2016-02-04 15:50:41",1,"failed","admin","admin","2016-02-04 15:50:32","2016-02-04 15:50:41","2016-02-04 15:50:32","\"\"","report_job"
58,2,3,1,"{\"report_type\":\"resourceslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 00:59:48","2016-02-05 00:59:53","2016-02-05 00:59:58",1,"failed","admin","admin","2016-02-05 00:59:48","2016-02-05 00:59:58","2016-02-05 00:59:48","\"\"","report_job"
59,2,3,1,"{\"report_type\":\"resourceslocationslistreport\",\"format\":\"csv\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 01:03:29","2016-02-05 01:03:33","2016-02-05 01:03:38",1,"failed","admin","admin","2016-02-05 01:03:29","2016-02-05 01:03:38","2016-02-05 01:03:29","\"\"","report_job"
60,2,3,1,"{\"report_type\":\"resourceslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 01:06:04","2016-02-05 01:06:08","2016-02-05 01:06:13",1,"failed","admin","admin","2016-02-05 01:06:04","2016-02-05 01:06:13","2016-02-05 01:06:04","\"\"","report_job"
61,2,3,1,"{\"report_type\":\"unprocessed_accessions\",\"format\":\"csv\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 17:25:15","2016-02-05 17:25:16","2016-02-05 17:25:22",1,"completed","admin","admin","2016-02-05 17:25:15","2016-02-05 17:25:22","2016-02-05 17:25:15","\"\"","report_job"
62,2,4,1,"{\"report_type\":\"resourceslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 17:26:38","2016-02-05 17:26:42","2016-02-05 17:26:52",1,"failed","admin","admin","2016-02-05 17:26:38","2016-02-05 17:26:52","2016-02-05 17:26:38","\"\"","report_job"
63,2,3,1,"{\"report_type\":\"repository_report\",\"format\":\"html\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 17:31:19","2016-02-05 17:31:22","2016-02-05 17:31:27",1,"completed","admin","admin","2016-02-05 17:31:19","2016-02-05 17:31:27","2016-02-05 17:31:19","\"\"","report_job"
64,2,3,1,"{\"report_type\":\"namesrecordreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:03:58","2016-02-05 19:04:00","2016-02-05 19:04:05",1,"completed","admin","admin","2016-02-05 19:03:58","2016-02-05 19:04:05","2016-02-05 19:03:58","\"\"","report_job"
65,2,3,1,"{\"report_type\":\"nameslistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:05:48","2016-02-05 19:05:50","2016-02-05 19:05:55",1,"failed","admin","admin","2016-02-05 19:05:48","2016-02-05 19:05:55","2016-02-05 19:05:48","\"\"","report_job"
66,2,3,1,"{\"report_type\":\"nameslistreport\",\"format\":\"csv\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:07:24","2016-02-05 19:07:25","2016-02-05 19:07:30",1,"failed","admin","admin","2016-02-05 19:07:24","2016-02-05 19:07:30","2016-02-05 19:07:24","\"\"","report_job"
67,2,3,1,"{\"report_type\":\"namestononpreferredreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:09:56","2016-02-05 19:10:00","2016-02-05 19:10:05",1,"failed","admin","admin","2016-02-05 19:09:56","2016-02-05 19:10:05","2016-02-05 19:09:56","\"\"","report_job"
68,2,3,1,"{\"report_type\":\"nameslistallreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:11:01","2016-02-05 19:11:05","2016-02-05 19:11:10",1,"failed","admin","admin","2016-02-05 19:11:01","2016-02-05 19:11:10","2016-02-05 19:11:01","\"\"","report_job"
69,2,3,1,"{\"report_type\":\"digitalobjectlistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:16:41","2016-02-05 19:16:45","2016-02-05 19:16:50",1,"completed","admin","admin","2016-02-05 19:16:41","2016-02-05 19:16:50","2016-02-05 19:16:41","\"\"","report_job"
70,2,3,1,"{\"report_type\":\"digitalobjectlistreport\",\"format\":\"html\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:17:49","2016-02-05 19:17:50","2016-02-05 19:17:55",1,"completed","admin","admin","2016-02-05 19:17:49","2016-02-05 19:17:55","2016-02-05 19:17:49","\"\"","report_job"
71,2,4,1,"{\"source\":\"/repositories/2/resources/26\",\"jsonmodel_type\":\"print_to_pdf_job\"}","2016-02-05 19:39:54","2016-02-05 19:39:56","2016-02-05 19:40:06",1,"completed","admin","admin","2016-02-05 19:39:54","2016-02-05 19:40:06","2016-02-05 19:39:54","\"\"","print_to_pdf_job"
72,2,3,1,"{\"report_type\":\"digitalobjectlisttablereport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:48:40","2016-02-05 19:48:42","2016-02-05 19:48:47",1,"completed","admin","admin","2016-02-05 19:48:40","2016-02-05 19:48:47","2016-02-05 19:48:40","\"\"","report_job"
73,2,3,1,"{\"report_type\":\"digitalobjectrecordreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:49:50","2016-02-05 19:49:52","2016-02-05 19:49:57",1,"completed","admin","admin","2016-02-05 19:49:50","2016-02-05 19:49:57","2016-02-05 19:49:50","\"\"","report_job"
74,2,3,1,"{\"report_type\":\"digitalobjectrecordreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:52:20","2016-02-05 19:52:22","2016-02-05 19:52:27",1,"failed","admin","admin","2016-02-05 19:52:20","2016-02-05 19:52:27","2016-02-05 19:52:20","\"\"","report_job"
75,2,3,1,"{\"report_type\":\"digitalobjectlisttablereport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:53:12","2016-02-05 19:53:12","2016-02-05 19:53:17",1,"failed","admin","admin","2016-02-05 19:53:12","2016-02-05 19:53:17","2016-02-05 19:53:12","\"\"","report_job"
76,2,3,1,"{\"report_type\":\"digitalobjectlistreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:54:21","2016-02-05 19:54:22","2016-02-05 19:54:27",1,"failed","admin","admin","2016-02-05 19:54:21","2016-02-05 19:54:27","2016-02-05 19:54:21","\"\"","report_job"
77,2,3,1,"{\"report_type\":\"digitalobjectfileversionsreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:56:00","2016-02-05 19:56:02","2016-02-05 19:56:07",1,"completed","admin","admin","2016-02-05 19:56:00","2016-02-05 19:56:07","2016-02-05 19:56:00","\"\"","report_job"
78,2,3,1,"{\"report_type\":\"digitalobjectfileversionsreport\",\"format\":\"json\",\"jsonmodel_type\":\"report_job\"}","2016-02-05 19:57:16","2016-02-05 19:57:17","2016-02-05 19:57:22",1,"failed","admin","admin","2016-02-05 19:57:16","2016-02-05 19:57:22","2016-02-05 19:57:16","\"\"","report_job"
79,2,6,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"mss0005.xml\"]}","2016-02-05 21:24:38","2016-02-05 21:24:40","2016-02-05 21:25:00",1,"completed","admin","admin","2016-02-05 21:24:38","2016-02-05 21:25:00","2016-02-05 21:24:38","\"\"","import_job"
80,2,3,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"vmi.xml\"]}","2016-02-05 21:36:03","2016-02-05 21:36:05","2016-02-05 21:36:10",1,"completed","admin","admin","2016-02-05 21:36:03","2016-02-05 21:36:10","2016-02-05 21:36:03","\"\"","import_job"
81,2,5,1,"{\"import_type\":\"ead_xml\",\"jsonmodel_type\":\"import_job\",\"filenames\":[\"mss0012.xml\"]}","2016-02-05 21:39:17","2016-02-05 21:39:20","2016-02-05 21:39:35",1,"completed","admin","admin","2016-02-05 21:39:17","2016-02-05 21:39:35","2016-02-05 21:39:17","\"\"","import_job"
