id,accession_id,resource_id,archival_object_id,digital_object_id,digital_object_component_id,agent_person_id,agent_family_id,agent_corporate_entity_id,agent_software_id,event_id,aspace_relationship_position,"created_by","last_modified_by","system_mtime","user_mtime",role_id,suppressed
59,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,61,0,NULL,NULL,"2016-02-03 18:13:10","2016-02-03 18:13:10",228,0
60,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,62,0,NULL,NULL,"2016-02-03 19:09:16","2016-02-03 19:09:16",228,0
61,NULL,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,0,NULL,NULL,"2016-02-03 21:13:54","2016-02-03 21:13:54",227,0
62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL,64,0,NULL,NULL,"2016-02-04 15:02:11","2016-02-04 15:02:11",228,0
63,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,65,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
64,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,66,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
65,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,67,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
66,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,68,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
67,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,69,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
68,NULL,NULL,NULL,NULL,NULL,24,NULL,NULL,NULL,70,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
69,NULL,NULL,NULL,NULL,NULL,25,NULL,NULL,NULL,71,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
70,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,72,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
71,NULL,NULL,NULL,NULL,NULL,27,NULL,NULL,NULL,73,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
72,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,74,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
73,NULL,NULL,NULL,NULL,NULL,29,NULL,NULL,NULL,75,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
74,NULL,NULL,NULL,NULL,NULL,30,NULL,NULL,NULL,76,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
75,NULL,NULL,NULL,NULL,NULL,31,NULL,NULL,NULL,77,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
76,NULL,NULL,NULL,NULL,NULL,32,NULL,NULL,NULL,78,0,NULL,NULL,"2016-02-05 21:24:49","2016-02-05 21:24:49",228,0
77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL,79,0,NULL,NULL,"2016-02-05 21:39:24","2016-02-05 21:39:24",228,0
78,NULL,NULL,NULL,NULL,NULL,33,NULL,NULL,NULL,80,0,NULL,NULL,"2016-02-05 21:39:24","2016-02-05 21:39:24",228,0
79,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,81,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
80,NULL,NULL,NULL,NULL,NULL,35,NULL,NULL,NULL,82,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
81,NULL,NULL,NULL,NULL,NULL,36,NULL,NULL,NULL,83,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
82,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL,NULL,84,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
83,NULL,NULL,NULL,NULL,NULL,38,NULL,NULL,NULL,85,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
84,NULL,NULL,NULL,NULL,NULL,39,NULL,NULL,NULL,86,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
85,NULL,NULL,NULL,NULL,NULL,40,NULL,NULL,NULL,87,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
86,NULL,NULL,NULL,NULL,NULL,41,NULL,NULL,NULL,88,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
87,NULL,NULL,NULL,NULL,NULL,42,NULL,NULL,NULL,89,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
88,NULL,NULL,NULL,NULL,NULL,43,NULL,NULL,NULL,90,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
89,NULL,NULL,NULL,NULL,NULL,44,NULL,NULL,NULL,91,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
90,NULL,NULL,NULL,NULL,NULL,45,NULL,NULL,NULL,92,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
91,NULL,NULL,NULL,NULL,NULL,46,NULL,NULL,NULL,93,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
92,NULL,NULL,NULL,NULL,NULL,47,NULL,NULL,NULL,94,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
93,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL,NULL,95,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
94,NULL,NULL,NULL,NULL,NULL,49,NULL,NULL,NULL,96,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
95,NULL,NULL,NULL,NULL,NULL,50,NULL,NULL,NULL,97,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
96,NULL,NULL,NULL,NULL,NULL,51,NULL,NULL,NULL,98,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
97,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL,NULL,99,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
98,NULL,NULL,NULL,NULL,NULL,53,NULL,NULL,NULL,100,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
99,NULL,NULL,NULL,NULL,NULL,54,NULL,NULL,NULL,101,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
100,NULL,NULL,NULL,NULL,NULL,55,NULL,NULL,NULL,102,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
101,NULL,NULL,NULL,NULL,NULL,56,NULL,NULL,NULL,103,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
102,NULL,NULL,NULL,NULL,NULL,57,NULL,NULL,NULL,104,0,NULL,NULL,"2016-02-05 21:39:25","2016-02-05 21:39:25",228,0
103,NULL,NULL,NULL,NULL,NULL,58,NULL,NULL,NULL,105,0,NULL,NULL,"2016-02-10 13:38:58","2016-02-10 13:38:58",228,0
104,NULL,NULL,NULL,NULL,NULL,59,NULL,NULL,NULL,106,0,NULL,NULL,"2016-02-10 13:38:59","2016-02-10 13:38:59",228,0
105,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL,NULL,107,0,NULL,NULL,"2016-02-10 13:38:59","2016-02-10 13:38:59",228,0
106,NULL,NULL,NULL,NULL,NULL,61,NULL,NULL,NULL,108,0,NULL,NULL,"2016-02-10 13:38:59","2016-02-10 13:38:59",228,0
107,NULL,NULL,NULL,NULL,NULL,62,NULL,NULL,NULL,109,0,NULL,NULL,"2016-02-10 13:38:59","2016-02-10 13:38:59",228,0
108,NULL,NULL,NULL,NULL,NULL,63,NULL,NULL,NULL,110,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
109,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,111,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
110,NULL,NULL,NULL,NULL,NULL,64,NULL,NULL,NULL,112,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
111,NULL,NULL,NULL,NULL,NULL,65,NULL,NULL,NULL,113,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
112,NULL,NULL,NULL,NULL,NULL,66,NULL,NULL,NULL,114,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
113,NULL,NULL,NULL,NULL,NULL,67,NULL,NULL,NULL,115,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
114,NULL,NULL,NULL,NULL,NULL,68,NULL,NULL,NULL,116,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
115,NULL,NULL,NULL,NULL,NULL,69,NULL,NULL,NULL,117,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
116,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,118,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
117,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL,119,0,NULL,NULL,"2016-02-10 13:39:41","2016-02-10 13:39:41",228,0
118,NULL,NULL,NULL,NULL,NULL,71,NULL,NULL,NULL,120,0,NULL,NULL,"2016-02-10 13:41:00","2016-02-10 13:41:00",228,0
119,NULL,NULL,NULL,NULL,NULL,72,NULL,NULL,NULL,121,0,NULL,NULL,"2016-02-10 13:41:35","2016-02-10 13:41:35",228,0
120,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,122,0,NULL,NULL,"2016-02-10 13:43:35","2016-02-10 13:43:35",228,0
121,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,123,0,NULL,NULL,"2016-02-10 13:45:10","2016-02-10 13:45:10",228,0
122,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,124,0,NULL,NULL,"2016-02-10 13:45:10","2016-02-10 13:45:10",228,0
123,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,NULL,125,0,NULL,NULL,"2016-02-11 16:07:46","2016-02-11 16:07:46",228,0
124,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,126,0,NULL,NULL,"2016-02-11 16:07:46","2016-02-11 16:07:46",228,0
125,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,127,0,NULL,NULL,"2016-02-11 16:07:46","2016-02-11 16:07:46",228,0
126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL,128,0,NULL,NULL,"2016-02-11 16:07:47","2016-02-11 16:07:47",228,0
127,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,129,0,NULL,NULL,"2016-02-11 16:07:47","2016-02-11 16:07:47",228,0
128,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,130,0,NULL,NULL,"2016-02-11 16:07:47","2016-02-11 16:07:47",228,0
129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL,131,0,NULL,NULL,"2016-02-11 16:07:47","2016-02-11 16:07:47",228,0
130,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,132,0,NULL,NULL,"2016-02-11 16:07:47","2016-02-11 16:07:47",228,0
131,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,133,0,NULL,NULL,"2016-02-11 16:07:47","2016-02-11 16:07:47",228,0
132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,134,0,NULL,NULL,"2016-02-11 16:07:48","2016-02-11 16:07:48",228,0
133,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,135,0,NULL,NULL,"2016-02-11 16:07:48","2016-02-11 16:07:48",228,0
134,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,136,0,NULL,NULL,"2016-02-11 16:07:48","2016-02-11 16:07:48",228,0
135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,NULL,137,0,NULL,NULL,"2016-02-22 01:44:08","2016-02-22 01:44:08",228,0
136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,138,0,NULL,NULL,"2016-02-23 16:58:41","2016-02-23 16:58:41",228,0
137,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,139,0,NULL,NULL,"2016-02-23 19:27:17","2016-02-23 19:27:17",228,0
138,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,140,0,NULL,NULL,"2016-02-23 19:27:17","2016-02-23 19:27:17",228,0
139,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,141,0,NULL,NULL,"2016-02-24 02:46:05","2016-02-24 02:46:05",228,0
140,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,142,0,NULL,NULL,"2016-02-25 15:00:45","2016-02-25 15:00:45",228,0
141,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,143,0,NULL,NULL,"2016-02-25 15:00:46","2016-02-25 15:00:46",228,0
142,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,NULL,144,0,NULL,NULL,"2016-02-29 19:59:13","2016-02-29 19:59:13",228,0
143,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,145,0,NULL,NULL,"2016-02-29 19:59:13","2016-02-29 19:59:13",228,0
144,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,146,0,NULL,NULL,"2016-02-29 19:59:13","2016-02-29 19:59:13",228,0
145,NULL,NULL,NULL,NULL,NULL,87,NULL,NULL,NULL,147,0,NULL,NULL,"2016-02-29 19:59:13","2016-02-29 19:59:13",228,0
146,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,148,0,NULL,NULL,"2016-02-29 19:59:13","2016-02-29 19:59:13",228,0
147,NULL,NULL,NULL,NULL,NULL,89,NULL,NULL,NULL,149,0,NULL,NULL,"2016-02-29 19:59:13","2016-02-29 19:59:13",228,0
148,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,150,0,NULL,NULL,"2016-02-29 19:59:13","2016-02-29 19:59:13",228,0
149,NULL,NULL,NULL,NULL,NULL,91,NULL,NULL,NULL,151,0,NULL,NULL,"2016-02-29 19:59:13","2016-02-29 19:59:13",228,0
150,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,152,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
151,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,153,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
152,NULL,NULL,NULL,NULL,NULL,94,NULL,NULL,NULL,154,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
153,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,155,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
154,NULL,NULL,NULL,NULL,NULL,96,NULL,NULL,NULL,156,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
155,NULL,NULL,NULL,NULL,NULL,97,NULL,NULL,NULL,157,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
156,NULL,NULL,NULL,NULL,NULL,98,NULL,NULL,NULL,158,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
157,NULL,NULL,NULL,NULL,NULL,99,NULL,NULL,NULL,159,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
158,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,160,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
159,NULL,NULL,NULL,NULL,NULL,101,NULL,NULL,NULL,161,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
160,NULL,NULL,NULL,NULL,NULL,102,NULL,NULL,NULL,162,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
161,NULL,NULL,NULL,NULL,NULL,103,NULL,NULL,NULL,163,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
162,NULL,NULL,NULL,NULL,NULL,104,NULL,NULL,NULL,164,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
163,NULL,NULL,NULL,NULL,NULL,105,NULL,NULL,NULL,165,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,NULL,166,0,NULL,NULL,"2016-02-29 19:59:14","2016-02-29 19:59:14",228,0
165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,167,0,NULL,NULL,"2016-02-29 19:59:15","2016-02-29 19:59:15",228,0
166,NULL,NULL,NULL,NULL,NULL,106,NULL,NULL,NULL,168,0,NULL,NULL,"2016-03-03 16:14:25","2016-03-03 16:14:25",228,0
167,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,NULL,169,0,NULL,NULL,"2016-03-03 16:16:06","2016-03-03 16:16:06",228,0
168,NULL,NULL,NULL,NULL,NULL,107,NULL,NULL,NULL,170,0,NULL,NULL,"2016-03-04 14:43:22","2016-03-04 14:43:22",228,0
169,NULL,NULL,NULL,NULL,NULL,108,NULL,NULL,NULL,171,0,NULL,NULL,"2016-03-04 14:43:22","2016-03-04 14:43:22",228,0
170,NULL,NULL,NULL,NULL,NULL,109,NULL,NULL,NULL,172,0,NULL,NULL,"2016-03-04 14:43:22","2016-03-04 14:43:22",228,0
171,NULL,NULL,NULL,NULL,NULL,110,NULL,NULL,NULL,173,0,NULL,NULL,"2016-03-04 14:43:22","2016-03-04 14:43:22",228,0
172,NULL,NULL,NULL,NULL,NULL,111,NULL,NULL,NULL,174,0,NULL,NULL,"2016-03-04 14:43:22","2016-03-04 14:43:22",228,0
173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,175,0,NULL,NULL,"2016-03-09 14:55:46","2016-03-09 14:55:46",228,0
174,NULL,NULL,NULL,NULL,NULL,112,NULL,NULL,NULL,176,0,NULL,NULL,"2016-03-09 15:06:19","2016-03-09 15:06:19",228,0
175,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,NULL,177,0,NULL,NULL,"2016-03-15 18:27:30","2016-03-15 18:27:30",228,0
