id,accession_id,archival_object_id,resource_id,digital_object_id,digital_object_component_id,subject_id,aspace_relationship_position,"created_by","last_modified_by","system_mtime","user_mtime",suppressed
165,NULL,9986,NULL,NULL,NULL,99,4,NULL,NULL,"2016-02-11 16:07:50","2016-02-11 16:07:50",0
182,NULL,NULL,39,NULL,NULL,3,0,NULL,NULL,"2016-02-22 01:40:38","2016-02-22 01:40:38",0
183,NULL,NULL,39,NULL,NULL,4,1,NULL,NULL,"2016-02-22 01:40:38","2016-02-22 01:40:38",0
184,NULL,NULL,39,NULL,NULL,5,2,NULL,NULL,"2016-02-22 01:40:38","2016-02-22 01:40:38",0
185,NULL,NULL,39,NULL,NULL,6,3,NULL,NULL,"2016-02-22 01:40:38","2016-02-22 01:40:38",0
234,NULL,NULL,49,NULL,NULL,53,0,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
235,NULL,NULL,49,NULL,NULL,54,1,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
236,NULL,NULL,49,NULL,NULL,55,2,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
237,NULL,NULL,49,NULL,NULL,56,3,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
238,NULL,NULL,49,NULL,NULL,57,4,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
239,NULL,NULL,49,NULL,NULL,58,5,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
240,NULL,NULL,49,NULL,NULL,59,6,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
241,NULL,NULL,49,NULL,NULL,60,7,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
242,NULL,NULL,49,NULL,NULL,61,8,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
243,NULL,NULL,49,NULL,NULL,62,9,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
244,NULL,NULL,49,NULL,NULL,63,10,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
245,NULL,NULL,49,NULL,NULL,64,11,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
246,NULL,NULL,49,NULL,NULL,65,12,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
247,NULL,NULL,49,NULL,NULL,66,13,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
248,NULL,NULL,49,NULL,NULL,67,14,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
249,NULL,NULL,49,NULL,NULL,68,15,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
250,NULL,NULL,49,NULL,NULL,69,16,NULL,NULL,"2016-03-03 19:13:55","2016-03-03 19:13:55",0
287,NULL,NULL,67,NULL,NULL,124,0,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
288,NULL,NULL,67,NULL,NULL,125,1,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
289,NULL,NULL,67,NULL,NULL,126,2,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
290,NULL,NULL,67,NULL,NULL,127,3,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
291,NULL,NULL,67,NULL,NULL,128,4,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
292,NULL,NULL,67,NULL,NULL,129,5,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
293,NULL,NULL,67,NULL,NULL,130,6,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
294,NULL,NULL,67,NULL,NULL,131,7,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
295,NULL,NULL,67,NULL,NULL,132,8,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
296,NULL,NULL,67,NULL,NULL,133,9,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
297,NULL,NULL,67,NULL,NULL,134,10,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
298,NULL,NULL,67,NULL,NULL,135,11,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
299,NULL,NULL,67,NULL,NULL,136,12,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
300,NULL,NULL,67,NULL,NULL,137,13,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
301,NULL,NULL,67,NULL,NULL,138,14,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
302,NULL,NULL,67,NULL,NULL,139,15,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
303,NULL,NULL,67,NULL,NULL,140,16,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
304,NULL,NULL,67,NULL,NULL,141,17,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",0
324,NULL,NULL,70,NULL,NULL,124,0,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",0
325,NULL,NULL,70,NULL,NULL,157,1,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",0
326,NULL,NULL,70,NULL,NULL,158,2,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",0
327,NULL,NULL,70,NULL,NULL,159,3,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",0
328,NULL,NULL,70,NULL,NULL,160,4,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",0
329,NULL,NULL,70,NULL,NULL,161,5,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",0
330,NULL,NULL,70,NULL,NULL,162,6,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",0
331,NULL,NULL,70,NULL,NULL,163,7,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",0
332,NULL,NULL,72,NULL,NULL,164,0,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
333,NULL,NULL,72,NULL,NULL,165,1,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
334,NULL,NULL,72,NULL,NULL,166,2,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
335,NULL,NULL,72,NULL,NULL,167,3,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
336,NULL,NULL,72,NULL,NULL,168,4,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
337,NULL,NULL,72,NULL,NULL,169,5,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
338,NULL,NULL,72,NULL,NULL,170,6,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
339,NULL,NULL,72,NULL,NULL,171,7,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
340,NULL,NULL,72,NULL,NULL,172,8,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
341,NULL,NULL,72,NULL,NULL,173,9,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
342,NULL,NULL,72,NULL,NULL,174,10,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
343,NULL,NULL,72,NULL,NULL,175,11,NULL,NULL,"2016-04-11 15:20:44","2016-04-11 15:20:44",0
344,NULL,NULL,73,NULL,NULL,176,0,NULL,NULL,"2016-04-11 17:10:02","2016-04-11 17:10:02",0
359,NULL,NULL,80,NULL,NULL,178,0,NULL,NULL,"2016-04-22 19:41:44","2016-04-22 19:41:44",0
360,NULL,19073,NULL,NULL,NULL,177,0,NULL,NULL,"2016-04-22 19:41:45","2016-04-22 19:41:45",0
366,NULL,NULL,87,NULL,NULL,178,0,NULL,NULL,"2016-04-26 22:46:43","2016-04-26 22:46:43",0
402,NULL,NULL,96,NULL,NULL,187,0,NULL,NULL,"2016-05-11 23:28:57","2016-05-11 23:28:57",0
403,NULL,NULL,96,NULL,NULL,188,1,NULL,NULL,"2016-05-11 23:28:57","2016-05-11 23:28:57",0
404,NULL,NULL,96,NULL,NULL,189,2,NULL,NULL,"2016-05-11 23:28:57","2016-05-11 23:28:57",0
405,NULL,NULL,96,NULL,NULL,41,3,NULL,NULL,"2016-05-11 23:28:57","2016-05-11 23:28:57",0
416,NULL,NULL,99,NULL,NULL,193,0,NULL,NULL,"2016-05-13 18:33:22","2016-05-13 18:33:22",0
417,NULL,NULL,99,NULL,NULL,194,1,NULL,NULL,"2016-05-13 18:33:22","2016-05-13 18:33:22",0
418,NULL,NULL,99,NULL,NULL,195,2,NULL,NULL,"2016-05-13 18:33:22","2016-05-13 18:33:22",0
419,NULL,NULL,99,NULL,NULL,196,3,NULL,NULL,"2016-05-13 18:33:22","2016-05-13 18:33:22",0
420,NULL,NULL,99,NULL,NULL,197,4,NULL,NULL,"2016-05-13 18:33:22","2016-05-13 18:33:22",0
421,NULL,NULL,99,NULL,NULL,198,5,NULL,NULL,"2016-05-13 18:33:22","2016-05-13 18:33:22",0
422,NULL,NULL,99,NULL,NULL,199,6,NULL,NULL,"2016-05-13 18:33:22","2016-05-13 18:33:22",0
423,NULL,NULL,100,NULL,NULL,193,0,NULL,NULL,"2016-05-13 18:34:27","2016-05-13 18:34:27",0
424,NULL,NULL,100,NULL,NULL,194,1,NULL,NULL,"2016-05-13 18:34:27","2016-05-13 18:34:27",0
425,NULL,NULL,100,NULL,NULL,195,2,NULL,NULL,"2016-05-13 18:34:27","2016-05-13 18:34:27",0
426,NULL,NULL,100,NULL,NULL,196,3,NULL,NULL,"2016-05-13 18:34:27","2016-05-13 18:34:27",0
427,NULL,NULL,100,NULL,NULL,197,4,NULL,NULL,"2016-05-13 18:34:27","2016-05-13 18:34:27",0
428,NULL,NULL,100,NULL,NULL,198,5,NULL,NULL,"2016-05-13 18:34:27","2016-05-13 18:34:27",0
429,NULL,NULL,100,NULL,NULL,199,6,NULL,NULL,"2016-05-13 18:34:27","2016-05-13 18:34:27",0
433,NULL,NULL,61,NULL,NULL,117,0,NULL,NULL,"2016-05-16 14:16:09","2016-05-16 14:16:09",0
434,NULL,NULL,61,NULL,NULL,115,1,NULL,NULL,"2016-05-16 14:16:09","2016-05-16 14:16:09",0
435,NULL,NULL,61,NULL,NULL,116,2,NULL,NULL,"2016-05-16 14:16:09","2016-05-16 14:16:09",0
527,NULL,NULL,35,NULL,NULL,94,0,NULL,NULL,"2016-06-27 13:39:43","2016-06-27 13:39:43",0
528,NULL,NULL,35,NULL,NULL,93,1,NULL,NULL,"2016-06-27 13:39:43","2016-06-27 13:39:43",0
529,NULL,NULL,35,NULL,NULL,92,2,NULL,NULL,"2016-06-27 13:39:43","2016-06-27 13:39:43",0
530,NULL,NULL,35,NULL,NULL,91,3,NULL,NULL,"2016-06-27 13:39:43","2016-06-27 13:39:43",0
531,NULL,NULL,120,NULL,NULL,136,0,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
532,NULL,NULL,120,NULL,NULL,209,1,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
533,NULL,NULL,120,NULL,NULL,210,2,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
534,NULL,NULL,120,NULL,NULL,211,3,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
535,NULL,NULL,120,NULL,NULL,212,4,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
536,NULL,NULL,120,NULL,NULL,213,5,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
537,NULL,NULL,120,NULL,NULL,214,6,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
538,NULL,NULL,120,NULL,NULL,215,7,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
539,NULL,NULL,120,NULL,NULL,216,8,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
540,NULL,NULL,120,NULL,NULL,217,9,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
541,NULL,NULL,120,NULL,NULL,218,10,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
542,NULL,NULL,120,NULL,NULL,219,11,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
543,NULL,NULL,120,NULL,NULL,220,12,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
544,NULL,NULL,120,NULL,NULL,221,13,NULL,NULL,"2016-06-27 16:29:03","2016-06-27 16:29:03",0
564,NULL,NULL,51,NULL,NULL,115,0,NULL,NULL,"2016-07-05 15:54:19","2016-07-05 15:54:19",0
565,NULL,NULL,51,NULL,NULL,116,1,NULL,NULL,"2016-07-05 15:54:19","2016-07-05 15:54:19",0
566,NULL,NULL,51,NULL,NULL,117,2,NULL,NULL,"2016-07-05 15:54:19","2016-07-05 15:54:19",0
736,NULL,NULL,143,NULL,NULL,386,0,NULL,NULL,"2016-07-12 20:22:33","2016-07-12 20:22:33",0
744,NULL,9244,NULL,NULL,NULL,78,0,NULL,NULL,"2016-07-13 20:22:19","2016-07-13 20:22:19",0
745,NULL,9244,NULL,NULL,NULL,79,1,NULL,NULL,"2016-07-13 20:22:19","2016-07-13 20:22:19",0
746,NULL,9244,NULL,NULL,NULL,80,2,NULL,NULL,"2016-07-13 20:22:19","2016-07-13 20:22:19",0
747,NULL,9244,NULL,NULL,NULL,81,3,NULL,NULL,"2016-07-13 20:22:19","2016-07-13 20:22:19",0
748,NULL,NULL,145,NULL,NULL,193,0,NULL,NULL,"2016-07-13 20:57:52","2016-07-13 20:57:52",0
749,NULL,NULL,145,NULL,NULL,194,1,NULL,NULL,"2016-07-13 20:57:52","2016-07-13 20:57:52",0
750,NULL,NULL,145,NULL,NULL,387,2,NULL,NULL,"2016-07-13 20:57:52","2016-07-13 20:57:52",0
751,NULL,NULL,145,NULL,NULL,196,3,NULL,NULL,"2016-07-13 20:57:52","2016-07-13 20:57:52",0
752,NULL,NULL,145,NULL,NULL,197,4,NULL,NULL,"2016-07-13 20:57:52","2016-07-13 20:57:52",0
753,NULL,NULL,145,NULL,NULL,198,5,NULL,NULL,"2016-07-13 20:57:52","2016-07-13 20:57:52",0
754,NULL,NULL,145,NULL,NULL,199,6,NULL,NULL,"2016-07-13 20:57:52","2016-07-13 20:57:52",0
762,NULL,22338,NULL,NULL,NULL,388,0,NULL,NULL,"2016-07-19 20:17:48","2016-07-19 20:17:48",0
763,NULL,22338,NULL,NULL,NULL,389,1,NULL,NULL,"2016-07-19 20:17:48","2016-07-19 20:17:48",0
764,NULL,NULL,235,NULL,NULL,393,0,NULL,NULL,"2017-01-18 20:59:02","2017-01-18 20:59:02",0
765,NULL,NULL,235,NULL,NULL,394,1,NULL,NULL,"2017-01-18 20:59:02","2017-01-18 20:59:02",0
766,NULL,NULL,235,NULL,NULL,395,2,NULL,NULL,"2017-01-18 20:59:02","2017-01-18 20:59:02",0
772,NULL,NULL,156,NULL,NULL,178,0,NULL,NULL,"2016-08-09 16:21:18","2016-08-09 16:21:18",0
773,NULL,NULL,157,NULL,NULL,178,0,NULL,NULL,"2016-08-09 16:29:04","2016-08-09 16:29:04",0
776,NULL,NULL,159,NULL,NULL,178,0,NULL,NULL,"2016-08-09 16:33:20","2016-08-09 16:33:20",0
777,NULL,22781,NULL,NULL,NULL,177,0,NULL,NULL,"2016-08-09 16:33:21","2016-08-09 16:33:21",0
780,NULL,NULL,161,NULL,NULL,178,0,NULL,NULL,"2016-08-09 16:45:01","2016-08-09 16:45:01",0
781,NULL,22865,NULL,NULL,NULL,177,0,NULL,NULL,"2016-08-09 16:45:01","2016-08-09 16:45:01",0
800,NULL,NULL,NULL,224,NULL,397,0,NULL,NULL,"2016-08-24 18:18:55","2016-08-24 18:18:55",0
801,NULL,NULL,174,NULL,NULL,404,0,NULL,NULL,"2016-08-30 20:48:45","2016-08-30 20:48:45",0
802,NULL,NULL,174,NULL,NULL,405,1,NULL,NULL,"2016-08-30 20:48:45","2016-08-30 20:48:45",0
803,NULL,NULL,174,NULL,NULL,406,2,NULL,NULL,"2016-08-30 20:48:45","2016-08-30 20:48:45",0
804,NULL,NULL,174,NULL,NULL,407,3,NULL,NULL,"2016-08-30 20:48:45","2016-08-30 20:48:45",0
805,NULL,NULL,174,NULL,NULL,408,4,NULL,NULL,"2016-08-30 20:48:45","2016-08-30 20:48:45",0
836,NULL,NULL,190,NULL,NULL,417,0,NULL,NULL,"2016-09-23 02:50:47","2016-09-23 02:50:47",0
839,NULL,NULL,192,NULL,NULL,226,0,NULL,NULL,"2016-09-27 17:07:28","2016-09-27 17:07:28",0
840,NULL,NULL,192,NULL,NULL,227,1,NULL,NULL,"2016-09-27 17:07:28","2016-09-27 17:07:28",0
856,NULL,NULL,197,NULL,NULL,220,0,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
857,NULL,NULL,197,NULL,NULL,418,1,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
858,NULL,NULL,197,NULL,NULL,419,2,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
859,NULL,NULL,197,NULL,NULL,42,3,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
860,NULL,NULL,197,NULL,NULL,420,4,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
861,NULL,NULL,197,NULL,NULL,421,5,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
862,NULL,NULL,197,NULL,NULL,422,6,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
863,NULL,NULL,197,NULL,NULL,423,7,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
866,NULL,NULL,197,NULL,NULL,183,10,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
867,NULL,NULL,197,NULL,NULL,426,11,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
868,NULL,NULL,197,NULL,NULL,427,12,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
869,NULL,NULL,197,NULL,NULL,428,13,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
870,NULL,NULL,197,NULL,NULL,429,14,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
871,NULL,NULL,197,NULL,NULL,430,15,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
872,NULL,NULL,197,NULL,NULL,431,16,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
873,NULL,NULL,197,NULL,NULL,432,17,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
874,NULL,NULL,197,NULL,NULL,433,18,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
875,NULL,NULL,197,NULL,NULL,434,19,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
876,NULL,NULL,197,NULL,NULL,435,20,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
877,NULL,NULL,197,NULL,NULL,436,21,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
878,NULL,NULL,197,NULL,NULL,437,22,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
879,NULL,NULL,197,NULL,NULL,438,23,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
880,NULL,NULL,197,NULL,NULL,87,24,NULL,NULL,"2016-10-11 16:23:30","2016-10-11 16:23:30",0
902,NULL,NULL,138,NULL,NULL,226,0,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
903,NULL,NULL,138,NULL,NULL,354,1,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
904,NULL,NULL,138,NULL,NULL,366,2,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
905,NULL,NULL,138,NULL,NULL,227,3,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
906,NULL,NULL,138,NULL,NULL,355,4,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
907,NULL,NULL,138,NULL,NULL,367,5,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
908,NULL,NULL,138,NULL,NULL,356,6,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
909,NULL,NULL,138,NULL,NULL,368,7,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
910,NULL,NULL,138,NULL,NULL,357,8,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
911,NULL,NULL,138,NULL,NULL,113,9,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
912,NULL,NULL,138,NULL,NULL,358,10,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
913,NULL,NULL,138,NULL,NULL,369,11,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
914,NULL,NULL,138,NULL,NULL,359,12,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
915,NULL,NULL,138,NULL,NULL,370,13,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
916,NULL,NULL,138,NULL,NULL,360,14,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
917,NULL,NULL,138,NULL,NULL,371,15,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
918,NULL,NULL,138,NULL,NULL,361,16,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
919,NULL,NULL,138,NULL,NULL,372,17,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
920,NULL,NULL,138,NULL,NULL,362,18,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
921,NULL,NULL,138,NULL,NULL,373,19,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
922,NULL,NULL,138,NULL,NULL,363,20,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
923,NULL,NULL,138,NULL,NULL,374,21,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
924,NULL,NULL,138,NULL,NULL,364,22,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
925,NULL,NULL,138,NULL,NULL,112,23,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
926,NULL,NULL,138,NULL,NULL,365,24,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
927,NULL,NULL,138,NULL,NULL,375,25,NULL,NULL,"2016-11-09 21:37:58","2016-11-09 21:37:58",0
