id,repo_id,lock_version,json_schema_version,"barcode","ils_holding_id","ils_item_id","exported_to_ils","indicator","created_by","last_modified_by","create_time","system_mtime","user_mtime",type_id,"created_for_collection"
70,3,2,1,NULL,NULL,NULL,NULL,"31","admin","admin","2016-01-04 22:20:42","2017-07-13 22:14:18","2016-01-04 22:20:42",NULL,NULL
71,3,2,1,NULL,NULL,NULL,NULL,"32","admin","admin","2016-01-04 22:20:42","2017-07-13 22:14:18","2016-01-04 22:20:42",NULL,NULL
72,3,2,1,NULL,NULL,NULL,NULL,"33","admin","admin","2016-01-04 22:20:42","2017-07-13 22:14:18","2016-01-04 22:20:42",NULL,NULL
73,3,1,1,NULL,NULL,NULL,NULL,"34","admin","admin","2016-01-04 22:20:43","2017-07-13 22:14:18","2016-01-04 22:20:43",NULL,NULL
74,3,1,1,NULL,NULL,NULL,NULL,"35","admin","admin","2016-01-04 22:20:43","2017-07-13 22:14:18","2016-01-04 22:20:43",NULL,NULL
75,3,1,1,NULL,NULL,NULL,NULL,"36","admin","admin","2016-01-04 22:20:43","2017-07-13 22:14:18","2016-01-04 22:20:43",NULL,NULL
76,3,1,1,NULL,NULL,NULL,NULL,"37","admin","admin","2016-01-04 22:20:43","2017-07-13 22:14:18","2016-01-04 22:20:43",NULL,NULL
77,3,1,1,NULL,NULL,NULL,NULL,"38","admin","admin","2016-01-04 22:20:43","2017-07-13 22:14:18","2016-01-04 22:20:43",NULL,NULL
78,3,1,1,NULL,NULL,NULL,NULL,"39","admin","admin","2016-01-04 22:20:43","2017-07-13 22:14:18","2016-01-04 22:20:43",NULL,NULL
80,2,15,1,NULL,NULL,NULL,NULL,"1","admin","admin","2016-01-07 17:39:49","2017-07-13 22:14:18","2016-03-31 17:13:00",317,NULL
132,2,14,1,"39002106143614",NULL,NULL,NULL,"5555555five","admin","admin","2016-01-22 18:27:53","2017-07-13 22:14:18","2016-01-22 18:27:53",323,NULL
133,3,1,1,NULL,NULL,NULL,NULL,"1-20","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
134,3,1,1,NULL,NULL,NULL,NULL,"21","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
135,3,1,1,NULL,NULL,NULL,NULL,"22","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
136,3,1,1,NULL,NULL,NULL,NULL,"23","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
137,3,1,1,NULL,NULL,NULL,NULL,"24","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
138,3,1,1,NULL,NULL,NULL,NULL,"25","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
139,3,1,1,NULL,NULL,NULL,NULL,"26","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
140,3,1,1,NULL,NULL,NULL,NULL,"27","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
141,3,1,1,NULL,NULL,NULL,NULL,"28","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
142,3,1,1,NULL,NULL,NULL,NULL,"29","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
143,3,1,1,NULL,NULL,NULL,NULL,"30","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
144,3,1,1,NULL,NULL,NULL,NULL,"31","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
145,3,1,1,NULL,NULL,NULL,NULL,"32","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
146,3,1,1,NULL,NULL,NULL,NULL,"33","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
147,3,1,1,NULL,NULL,NULL,NULL,"34","admin","admin","2016-01-24 13:21:30","2017-07-13 22:14:18","2016-01-24 13:21:30",NULL,NULL
148,3,1,1,NULL,NULL,NULL,NULL,"36","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
149,3,1,1,NULL,NULL,NULL,NULL,"37","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
150,3,1,1,NULL,NULL,NULL,NULL,"38","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
151,3,1,1,NULL,NULL,NULL,NULL,"39","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
152,3,1,1,NULL,NULL,NULL,NULL,"40","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
153,3,1,1,NULL,NULL,NULL,NULL,"41","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
154,3,1,1,NULL,NULL,NULL,NULL,"42","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
155,3,1,1,NULL,NULL,NULL,NULL,"43","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
156,3,1,1,NULL,NULL,NULL,NULL,"44","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
157,3,1,1,NULL,NULL,NULL,NULL,"45","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
158,3,1,1,NULL,NULL,NULL,NULL,"46","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
159,3,1,1,NULL,NULL,NULL,NULL,"47","admin","admin","2016-01-24 13:21:31","2017-07-13 22:14:18","2016-01-24 13:21:31",NULL,NULL
160,3,1,1,NULL,NULL,NULL,NULL,"48","admin","admin","2016-01-24 13:21:32","2017-07-13 22:14:18","2016-01-24 13:21:32",NULL,NULL
161,3,1,1,NULL,NULL,NULL,NULL,"52","admin","admin","2016-01-24 13:21:32","2017-07-13 22:14:18","2016-01-24 13:21:32",NULL,NULL
162,3,1,1,NULL,NULL,NULL,NULL,"53","admin","admin","2016-01-24 13:21:33","2017-07-13 22:14:18","2016-01-24 13:21:33",NULL,NULL
163,3,1,1,NULL,NULL,NULL,NULL,"54","admin","admin","2016-01-24 13:21:33","2017-07-13 22:14:18","2016-01-24 13:21:33",NULL,NULL
164,3,1,1,NULL,NULL,NULL,NULL,"56","admin","admin","2016-01-24 13:21:33","2017-07-13 22:14:18","2016-01-24 13:21:33",NULL,NULL
165,3,1,1,NULL,NULL,NULL,NULL,"49","admin","admin","2016-01-24 13:21:33","2017-07-13 22:14:18","2016-01-24 13:21:33",NULL,NULL
166,3,1,1,NULL,NULL,NULL,NULL,"50","admin","admin","2016-01-24 13:21:33","2017-07-13 22:14:18","2016-01-24 13:21:33",NULL,NULL
167,3,1,1,NULL,NULL,NULL,NULL,"51","admin","admin","2016-01-24 13:21:33","2017-07-13 22:14:18","2016-01-24 13:21:33",NULL,NULL
168,2,29,1,"ffff123","23",NULL,NULL,"123","admin","admin","2016-01-24 18:09:20","2017-07-13 22:14:18","2016-02-24 08:12:34",1362,NULL
170,2,2,1,NULL,NULL,NULL,NULL,"56","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
171,2,20,1,NULL,NULL,NULL,NULL,"57","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
172,2,51,1,NULL,NULL,NULL,NULL,"3","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-04-01 10:57:25",NULL,NULL
173,2,44,1,NULL,NULL,NULL,NULL,"2","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
174,2,57,1,NULL,NULL,NULL,NULL,"3","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
175,2,45,1,NULL,NULL,NULL,NULL,"4","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
176,2,51,1,NULL,NULL,NULL,NULL,"5","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
177,2,41,1,NULL,NULL,NULL,NULL,"6","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
178,2,40,1,NULL,NULL,NULL,NULL,"7","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
179,2,40,1,NULL,NULL,NULL,NULL,"8","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
180,2,46,1,NULL,NULL,NULL,NULL,"9","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
181,2,40,1,NULL,NULL,NULL,NULL,"10","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
182,2,48,1,NULL,NULL,NULL,NULL,"11","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
183,2,45,1,NULL,NULL,NULL,NULL,"12","admin","admin","2016-01-28 12:59:16","2017-07-13 22:14:18","2016-01-28 12:59:16",NULL,NULL
184,2,46,1,NULL,NULL,NULL,NULL,"13","admin","admin","2016-01-28 12:59:17","2017-07-13 22:14:18","2016-01-28 12:59:17",NULL,NULL
185,2,40,1,NULL,NULL,NULL,NULL,"14","admin","admin","2016-01-28 12:59:17","2017-07-13 22:14:18","2016-01-28 12:59:17",NULL,NULL
186,2,35,1,NULL,NULL,NULL,NULL,"15","admin","admin","2016-01-28 12:59:17","2017-07-13 22:14:18","2016-01-28 12:59:17",NULL,NULL
187,2,30,1,NULL,NULL,NULL,NULL,"16","admin","admin","2016-01-28 12:59:17","2017-07-13 22:14:18","2016-01-28 12:59:17",NULL,NULL
188,2,42,1,NULL,NULL,NULL,NULL,"17","admin","admin","2016-01-28 12:59:17","2017-07-13 22:14:18","2016-01-28 12:59:17",NULL,NULL
189,2,48,1,NULL,NULL,NULL,NULL,"18","admin","admin","2016-01-28 12:59:17","2017-07-13 22:14:18","2016-01-28 12:59:17",NULL,NULL
190,2,21,1,NULL,NULL,NULL,NULL,"58","admin","admin","2016-01-28 12:59:17","2017-07-13 22:14:18","2016-01-28 12:59:17",NULL,NULL
191,2,39,1,NULL,NULL,NULL,NULL,"19","admin","admin","2016-01-28 12:59:18","2017-07-13 22:14:18","2016-01-28 12:59:18",NULL,NULL
192,2,32,1,NULL,NULL,NULL,NULL,"20","admin","admin","2016-01-28 12:59:18","2017-07-13 22:14:18","2016-01-28 12:59:18",NULL,NULL
193,2,24,1,NULL,NULL,NULL,NULL,"59","admin","admin","2016-01-28 12:59:18","2017-07-13 22:14:18","2016-01-28 12:59:18",NULL,NULL
194,2,31,1,NULL,NULL,NULL,NULL,"21","admin","admin","2016-01-28 12:59:18","2017-07-13 22:14:18","2016-01-28 12:59:18",NULL,NULL
195,2,35,1,NULL,NULL,NULL,NULL,"22","admin","admin","2016-01-28 12:59:18","2017-07-13 22:14:18","2016-01-28 12:59:18",NULL,NULL
196,2,83,1,NULL,NULL,NULL,NULL,"23","admin","admin","2016-01-28 12:59:18","2017-07-13 22:14:18","2016-01-28 12:59:18",NULL,NULL
197,2,25,1,NULL,NULL,NULL,NULL,"60","admin","admin","2016-01-28 12:59:18","2017-07-13 22:14:18","2016-01-28 12:59:18",NULL,NULL
198,2,43,1,NULL,NULL,NULL,NULL,"24","admin","admin","2016-01-28 12:59:19","2017-07-13 22:14:18","2016-01-28 12:59:19",NULL,NULL
199,2,8,1,"33838101500883",NULL,NULL,NULL,"25","admin","admin","2016-01-28 12:59:22","2017-07-13 22:14:18","2016-01-28 12:59:22",NULL,NULL
200,2,7,1,"33838101500885",NULL,NULL,NULL,"26","admin","admin","2016-01-28 12:59:22","2017-07-13 22:14:18","2016-01-28 12:59:22",NULL,NULL
201,2,5,1,NULL,NULL,NULL,NULL,"27","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
202,2,5,1,NULL,NULL,NULL,NULL,"28","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
203,2,4,1,NULL,NULL,NULL,NULL,"29","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
204,2,3,1,NULL,NULL,NULL,NULL,"30","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
205,2,3,1,NULL,NULL,NULL,NULL,"31","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
206,2,3,1,NULL,NULL,NULL,NULL,"32","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
207,2,5,1,NULL,NULL,NULL,NULL,"33","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
208,2,3,1,NULL,NULL,NULL,NULL,"34","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
209,2,3,1,NULL,NULL,NULL,NULL,"35","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
210,2,3,1,NULL,NULL,NULL,NULL,"36","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
211,2,3,1,NULL,NULL,NULL,NULL,"37","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
212,2,5,1,NULL,NULL,NULL,NULL,"38","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
213,2,2,1,NULL,NULL,NULL,NULL,"39","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
214,2,2,1,NULL,NULL,NULL,NULL,"40","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
215,2,5,1,NULL,NULL,NULL,NULL,"41","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
216,2,2,1,NULL,NULL,NULL,NULL,"42","admin","admin","2016-01-28 12:59:23","2017-07-13 22:14:18","2016-01-28 12:59:23",NULL,NULL
217,2,3,1,NULL,NULL,NULL,NULL,"43","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
218,2,2,1,NULL,NULL,NULL,NULL,"44","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
219,2,2,1,NULL,NULL,NULL,NULL,"45","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
220,2,3,1,NULL,NULL,NULL,NULL,"46","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
221,2,2,1,NULL,NULL,NULL,NULL,"47","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
222,2,2,1,NULL,NULL,NULL,NULL,"48","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
223,2,2,1,NULL,NULL,NULL,NULL,"49","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
224,2,2,1,NULL,NULL,NULL,NULL,"50","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
225,2,2,1,NULL,NULL,NULL,NULL,"51","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
226,2,2,1,NULL,NULL,NULL,NULL,"52","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
227,2,3,1,NULL,NULL,NULL,NULL,"53","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
228,2,2,1,NULL,NULL,NULL,NULL,"54","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
229,2,2,1,NULL,NULL,NULL,NULL,"55","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
230,2,1,1,NULL,NULL,NULL,NULL,"61","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
231,2,1,1,NULL,NULL,NULL,NULL,"62","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
232,2,1,1,NULL,NULL,NULL,NULL,"63","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
233,2,1,1,NULL,NULL,NULL,NULL,"64","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
234,2,1,1,NULL,NULL,NULL,NULL,"65","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
235,2,1,1,NULL,NULL,NULL,NULL,"66","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
236,2,1,1,NULL,NULL,NULL,NULL,"67","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
237,2,1,1,NULL,NULL,NULL,NULL,"68","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
238,2,1,1,NULL,NULL,NULL,NULL,"69","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
239,2,1,1,NULL,NULL,NULL,NULL,"70","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
240,2,1,1,NULL,NULL,NULL,NULL,"71","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
241,2,1,1,NULL,NULL,NULL,NULL,"72","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
242,2,1,1,NULL,NULL,NULL,NULL,"73","admin","admin","2016-01-28 12:59:24","2017-07-13 22:14:18","2016-01-28 12:59:24",NULL,NULL
243,2,1,1,NULL,NULL,NULL,NULL,"74","admin","admin","2016-01-28 12:59:25","2017-07-13 22:14:18","2016-01-28 12:59:25",NULL,NULL
244,2,2,1,"33838101500869",NULL,NULL,NULL,"21a","admin","admin","2016-01-28 12:59:28","2017-07-13 22:14:18","2016-01-28 12:59:28",NULL,NULL
245,2,10,1,"33838101500887",NULL,NULL,NULL,"10a","admin","admin","2016-01-28 12:59:32","2017-07-13 22:14:18","2016-02-04 18:43:52",NULL,NULL
246,2,32,1,NULL,NULL,NULL,NULL,"1","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-29 18:36:59",NULL,NULL
247,2,1,1,NULL,NULL,NULL,NULL,"4","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
248,2,1,1,NULL,NULL,NULL,NULL,"5","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
249,2,1,1,NULL,NULL,NULL,NULL,"6","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
250,2,1,1,NULL,NULL,NULL,NULL,"7","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
251,2,1,1,NULL,NULL,NULL,NULL,"8","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
252,2,1,1,NULL,NULL,NULL,NULL,"9","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
253,2,1,1,NULL,NULL,NULL,NULL,"10","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
254,2,1,1,NULL,NULL,NULL,NULL,"11","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
255,2,1,1,NULL,NULL,NULL,NULL,"12","admin","admin","2016-01-28 12:59:38","2017-07-13 22:14:18","2016-01-28 12:59:38",NULL,NULL
256,2,1,1,NULL,NULL,NULL,NULL,"13","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
257,2,1,1,NULL,NULL,NULL,NULL,"14","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
258,2,1,1,NULL,NULL,NULL,NULL,"15","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
259,2,1,1,NULL,NULL,NULL,NULL,"16","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
260,2,1,1,NULL,NULL,NULL,NULL,"17","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
261,2,1,1,NULL,NULL,NULL,NULL,"18","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
262,2,1,1,NULL,NULL,NULL,NULL,"19","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
263,2,1,1,NULL,NULL,NULL,NULL,"20","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
264,2,1,1,NULL,NULL,NULL,NULL,"21","admin","admin","2016-01-28 12:59:39","2017-07-13 22:14:18","2016-01-28 12:59:39",NULL,NULL
