"sequence_name",value
"/repositories/12/archival_objects/46847_children_position",6
"/repositories/12/archival_objects/46848_children_position",1
"/repositories/12/archival_objects/46849_children_position",3
"/repositories/12/archival_objects/46850_children_position",2
"/repositories/12/archival_objects/46851_children_position",1
"/repositories/12/archival_objects/46852_children_position",1
"/repositories/12/archival_objects/46853_children_position",3
"/repositories/12/archival_objects/46855_children_position",3
"/repositories/12/archival_objects/46856_children_position",1
"/repositories/12/archival_objects/46858_children_position",1
"/repositories/12/archival_objects/46859_children_position",1
"/repositories/12/archival_objects/46860_children_position",1
"/repositories/12/archival_objects/46861_children_position",1
"/repositories/12/archival_objects/46862_children_position",0
"/repositories/12/archival_objects/46863_children_position",1
"/repositories/12/archival_objects/46864_children_position",0
"/repositories/12/archival_objects/46872_children_position",1
"/repositories/12/archival_objects/46873_children_position",0
"/repositories/12/archival_objects/46880_children_position",1
"/repositories/12/archival_objects/46881_children_position",15
"/repositories/12/archival_objects/46882_children_position",6
"/repositories/12/archival_objects/46883_children_position",9
"/repositories/12/archival_objects/46884_children_position",5
"/repositories/12/archival_objects/46885_children_position",6
"/repositories/12/archival_objects/46886_children_position",3
"/repositories/12/archival_objects/46887_children_position",3
"/repositories/12/archival_objects/46888_children_position",0
"/repositories/12/archival_objects/46889_children_position",5
"/repositories/12/archival_objects/46891_children_position",4
"/repositories/12/archival_objects/46897_children_position",2
"/repositories/12/archival_objects/46898_children_position",14
"/repositories/12/archival_objects/46929_children_position",0
"/repositories/12/archival_objects/46930_children_position",0
"/repositories/12/archival_objects/46931_children_position",0
"/repositories/12/archival_objects/46932_children_position",0
"/repositories/12/archival_objects/46933_children_position",0
"/repositories/12/archival_objects/46934_children_position",0
"/repositories/12/archival_objects/46935_children_position",0
"/repositories/12/archival_objects/46936_children_position",0
"/repositories/12/archival_objects/46937_children_position",0
"/repositories/12/archival_objects/46938_children_position",0
"/repositories/12/archival_objects/46939_children_position",0
"/repositories/12/archival_objects/46940_children_position",0
"/repositories/12/archival_objects/46941_children_position",0
"/repositories/12/archival_objects/46942_children_position",0
"/repositories/12/archival_objects/46943_children_position",0
"/repositories/12/archival_objects/46944_children_position",0
"/repositories/12/archival_objects/46945_children_position",0
"/repositories/12/archival_objects/46946_children_position",0
"/repositories/12/archival_objects/46947_children_position",0
"/repositories/12/archival_objects/46948_children_position",0
"/repositories/12/archival_objects/46949_children_position",1
"/repositories/12/archival_objects/46950_children_position",0
"/repositories/12/archival_objects/46951_children_position",0
"/repositories/12/archival_objects/46952_children_position",0
"/repositories/12/archival_objects/46953_children_position",1
"/repositories/12/archival_objects/46954_children_position",0
"/repositories/12/archival_objects/46955_children_position",0
"/repositories/12/archival_objects/46956_children_position",0
"/repositories/12/archival_objects/46957_children_position",0
"/repositories/12/archival_objects/46958_children_position",0
"/repositories/12/archival_objects/46959_children_position",0
"/repositories/12/archival_objects/46960_children_position",0
"/repositories/12/archival_objects/46961_children_position",0
"/repositories/12/archival_objects/46962_children_position",0
"/repositories/12/archival_objects/46963_children_position",1
"/repositories/12/archival_objects/46964_children_position",0
"/repositories/12/archival_objects/46965_children_position",0
"/repositories/12/archival_objects/46966_children_position",0
"/repositories/12/archival_objects/46967_children_position",0
"/repositories/12/archival_objects/46968_children_position",2
"/repositories/12/archival_objects/46969_children_position",0
"/repositories/12/archival_objects/46970_children_position",0
"/repositories/12/archival_objects/46971_children_position",0
"/repositories/12/archival_objects/46972_children_position",0
"/repositories/12/archival_objects/46973_children_position",0
"/repositories/12/archival_objects/46974_children_position",0
"/repositories/12/archival_objects/46975_children_position",0
"/repositories/12/archival_objects/46976_children_position",0
"/repositories/12/archival_objects/46977_children_position",0
"/repositories/12/archival_objects/46978_children_position",0
"/repositories/12/archival_objects/46979_children_position",3
"/repositories/12/archival_objects/46980_children_position",0
"/repositories/12/archival_objects/46981_children_position",0
"/repositories/12/archival_objects/46982_children_position",37
"/repositories/12/archival_objects/46983_children_position",0
"/repositories/12/archival_objects/46984_children_position",0
"/repositories/12/archival_objects/46985_children_position",0
"/repositories/12/archival_objects/46986_children_position",0
"/repositories/12/archival_objects/46987_children_position",0
"/repositories/12/archival_objects/46988_children_position",0
"/repositories/12/archival_objects/46989_children_position",0
"/repositories/12/archival_objects/46990_children_position",0
"/repositories/12/archival_objects/46991_children_position",0
"/repositories/12/archival_objects/46992_children_position",0
"/repositories/12/archival_objects/46993_children_position",1
"/repositories/12/archival_objects/46994_children_position",1
"/repositories/12/archival_objects/46995_children_position",0
"/repositories/12/archival_objects/46996_children_position",0
"/repositories/12/archival_objects/46997_children_position",1
"/repositories/12/archival_objects/46998_children_position",0
"/repositories/12/archival_objects/46999_children_position",0
"/repositories/12/archival_objects/47000_children_position",0
"/repositories/12/archival_objects/47001_children_position",0
"/repositories/12/archival_objects/47002_children_position",1
"/repositories/12/archival_objects/47003_children_position",0
"/repositories/12/archival_objects/47004_children_position",0
"/repositories/12/archival_objects/47005_children_position",0
"/repositories/12/archival_objects/47006_children_position",0
"/repositories/12/archival_objects/47007_children_position",1
"/repositories/12/archival_objects/47008_children_position",0
"/repositories/12/archival_objects/47009_children_position",0
"/repositories/12/archival_objects/47010_children_position",0
"/repositories/12/archival_objects/47011_children_position",0
"/repositories/12/archival_objects/47012_children_position",0
"/repositories/12/archival_objects/47013_children_position",29
"/repositories/12/archival_objects/47014_children_position",0
"/repositories/12/archival_objects/47015_children_position",0
"/repositories/12/archival_objects/47016_children_position",0
"/repositories/12/archival_objects/47017_children_position",0
"/repositories/12/archival_objects/47018_children_position",0
"/repositories/12/archival_objects/47019_children_position",0
"/repositories/12/archival_objects/47020_children_position",0
"/repositories/12/archival_objects/47021_children_position",0
"/repositories/12/archival_objects/47022_children_position",2
"/repositories/12/archival_objects/47023_children_position",1
"/repositories/12/archival_objects/47024_children_position",0
"/repositories/12/archival_objects/47025_children_position",0
"/repositories/12/archival_objects/47026_children_position",0
"/repositories/12/archival_objects/47027_children_position",0
"/repositories/12/archival_objects/47028_children_position",0
"/repositories/12/archival_objects/47029_children_position",0
"/repositories/12/archival_objects/47030_children_position",0
"/repositories/12/archival_objects/47031_children_position",0
"/repositories/12/archival_objects/47032_children_position",0
"/repositories/12/archival_objects/47033_children_position",0
"/repositories/12/archival_objects/47034_children_position",0
"/repositories/12/archival_objects/47035_children_position",0
"/repositories/12/archival_objects/47036_children_position",0
"/repositories/12/archival_objects/47037_children_position",1
"/repositories/12/archival_objects/47038_children_position",0
"/repositories/12/archival_objects/47039_children_position",0
"/repositories/12/archival_objects/47040_children_position",0
"/repositories/12/archival_objects/47041_children_position",0
"/repositories/12/archival_objects/47042_children_position",0
"/repositories/12/archival_objects/47043_children_position",0
"/repositories/12/archival_objects/47044_children_position",3
"/repositories/12/archival_objects/47045_children_position",0
"/repositories/12/archival_objects/47046_children_position",1
"/repositories/12/archival_objects/47047_children_position",0
"/repositories/12/archival_objects/47048_children_position",0
"/repositories/12/archival_objects/47049_children_position",0
"/repositories/12/archival_objects/47050_children_position",0
"/repositories/12/archival_objects/47051_children_position",0
"/repositories/12/archival_objects/47052_children_position",0
"/repositories/12/archival_objects/47053_children_position",0
"/repositories/12/archival_objects/47054_children_position",0
"/repositories/12/archival_objects/47055_children_position",0
"/repositories/12/archival_objects/47056_children_position",0
"/repositories/12/archival_objects/47057_children_position",0
"/repositories/12/archival_objects/47058_children_position",0
"/repositories/12/archival_objects/47059_children_position",0
"/repositories/12/archival_objects/47060_children_position",0
"/repositories/12/archival_objects/47061_children_position",0
"/repositories/12/archival_objects/47062_children_position",0
"/repositories/12/archival_objects/47063_children_position",0
"/repositories/12/archival_objects/47064_children_position",0
"/repositories/12/archival_objects/47065_children_position",0
"/repositories/12/archival_objects/47066_children_position",0
"/repositories/12/archival_objects/47067_children_position",0
"/repositories/12/archival_objects/47068_children_position",1
"/repositories/12/archival_objects/47069_children_position",0
"/repositories/12/archival_objects/47070_children_position",0
"/repositories/12/archival_objects/47071_children_position",0
"/repositories/12/archival_objects/47072_children_position",0
"/repositories/12/archival_objects/47073_children_position",0
"/repositories/12/archival_objects/47074_children_position",0
"/repositories/12/archival_objects/47075_children_position",0
"/repositories/12/archival_objects/47076_children_position",0
"/repositories/12/archival_objects/47077_children_position",2
"/repositories/12/archival_objects/47078_children_position",0
"/repositories/12/archival_objects/47079_children_position",0
"/repositories/12/archival_objects/47080_children_position",0
"/repositories/12/archival_objects/47081_children_position",0
"/repositories/12/archival_objects/47082_children_position",0
"/repositories/12/archival_objects/47083_children_position",0
"/repositories/12/archival_objects/47084_children_position",0
"/repositories/12/archival_objects/47085_children_position",0
"/repositories/12/archival_objects/47086_children_position",0
"/repositories/12/archival_objects/47087_children_position",0
"/repositories/12/archival_objects/47088_children_position",2
"/repositories/12/archival_objects/47089_children_position",0
"/repositories/12/archival_objects/47090_children_position",2
"/repositories/12/archival_objects/47091_children_position",0
"/repositories/12/archival_objects/47092_children_position",0
"/repositories/12/archival_objects/47093_children_position",0
"/repositories/12/archival_objects/47094_children_position",0
"/repositories/12/archival_objects/47095_children_position",0
"/repositories/12/archival_objects/47096_children_position",0
"/repositories/12/archival_objects/47097_children_position",0
"/repositories/12/archival_objects/47098_children_position",0
"/repositories/12/archival_objects/47099_children_position",3
"/repositories/12/archival_objects/47100_children_position",0
"/repositories/12/archival_objects/47101_children_position",0
"/repositories/12/archival_objects/47102_children_position",0
"/repositories/12/archival_objects/47103_children_position",1
"/repositories/12/archival_objects/47104_children_position",0
"/repositories/12/archival_objects/47105_children_position",1
"/repositories/12/archival_objects/47106_children_position",0
"/repositories/12/archival_objects/47107_children_position",0
"/repositories/12/archival_objects/47108_children_position",0
"/repositories/12/archival_objects/47109_children_position",0
"/repositories/12/archival_objects/47110_children_position",0
"/repositories/12/archival_objects/47111_children_position",0
"/repositories/12/archival_objects/47112_children_position",0
"/repositories/12/archival_objects/47113_children_position",0
"/repositories/12/archival_objects/47114_children_position",2
"/repositories/12/archival_objects/47115_children_position",0
"/repositories/12/archival_objects/47116_children_position",0
"/repositories/12/archival_objects/47117_children_position",0
"/repositories/12/archival_objects/47118_children_position",1
"/repositories/12/archival_objects/47119_children_position",0
"/repositories/12/archival_objects/47120_children_position",0
"/repositories/12/archival_objects/47121_children_position",0
"/repositories/12/archival_objects/47122_children_position",0
"/repositories/12/archival_objects/47123_children_position",0
"/repositories/12/archival_objects/47124_children_position",1
"/repositories/12/archival_objects/47125_children_position",1
"/repositories/12/archival_objects/47126_children_position",0
"/repositories/12/archival_objects/47127_children_position",2
"/repositories/12/archival_objects/47128_children_position",1
"/repositories/12/archival_objects/47129_children_position",0
"/repositories/12/archival_objects/47130_children_position",0
"/repositories/12/archival_objects/47131_children_position",0
"/repositories/12/archival_objects/47132_children_position",0
"/repositories/12/archival_objects/47133_children_position",1
"/repositories/12/archival_objects/47134_children_position",1
"/repositories/12/archival_objects/47135_children_position",0
"/repositories/12/archival_objects/47136_children_position",0
"/repositories/12/archival_objects/47137_children_position",0
"/repositories/12/archival_objects/47138_children_position",0
"/repositories/12/archival_objects/47139_children_position",0
"/repositories/12/archival_objects/47140_children_position",0
"/repositories/12/archival_objects/47141_children_position",0
"/repositories/12/archival_objects/47142_children_position",0
"/repositories/12/archival_objects/47143_children_position",0
"/repositories/12/archival_objects/47144_children_position",1
"/repositories/12/archival_objects/47145_children_position",0
"/repositories/12/archival_objects/47146_children_position",0
"/repositories/12/archival_objects/47147_children_position",0
"/repositories/12/archival_objects/47148_children_position",0
"/repositories/12/archival_objects/47149_children_position",5
"/repositories/12/archival_objects/47150_children_position",0
"/repositories/12/archival_objects/47151_children_position",0
"/repositories/12/archival_objects/47152_children_position",0
"/repositories/12/archival_objects/47153_children_position",0
"/repositories/12/archival_objects/47154_children_position",0
"/repositories/12/archival_objects/47155_children_position",0
"/repositories/12/archival_objects/47156_children_position",0
"/repositories/12/archival_objects/47157_children_position",0
"/repositories/12/archival_objects/47158_children_position",0
"/repositories/12/archival_objects/47159_children_position",0
"/repositories/12/archival_objects/47160_children_position",0
"/repositories/12/archival_objects/47161_children_position",0
"/repositories/12/archival_objects/47162_children_position",0
"/repositories/12/archival_objects/47163_children_position",0
"/repositories/12/archival_objects/47164_children_position",0
"/repositories/12/archival_objects/47165_children_position",0
"/repositories/12/archival_objects/47166_children_position",0
"/repositories/12/archival_objects/47167_children_position",0
"/repositories/12/archival_objects/47168_children_position",0
"/repositories/12/archival_objects/47169_children_position",0
"/repositories/12/archival_objects/47170_children_position",0
"/repositories/12/archival_objects/47171_children_position",2
"/repositories/12/archival_objects/47172_children_position",0
"/repositories/12/archival_objects/47173_children_position",0
"/repositories/12/archival_objects/47174_children_position",0
"/repositories/12/archival_objects/47175_children_position",0
"/repositories/12/archival_objects/47176_children_position",0
"/repositories/12/archival_objects/47177_children_position",1
"/repositories/12/archival_objects/47178_children_position",0
"/repositories/12/archival_objects/47179_children_position",0
"/repositories/12/archival_objects/47180_children_position",0
"/repositories/12/archival_objects/47181_children_position",0
"/repositories/12/archival_objects/47182_children_position",0
"/repositories/12/archival_objects/47183_children_position",0
"/repositories/12/archival_objects/47184_children_position",0
"/repositories/12/archival_objects/47185_children_position",0
