id,lock_version,json_schema_version,digital_object_id,digital_object_component_id,use_statement_id,checksum_method_id,"file_uri",publish,xlink_actuate_attribute_id,xlink_show_attribute_id,file_format_name_id,"file_format_version",file_size_bytes,"checksum","checksum_method","created_by","last_modified_by","create_time","system_mtime","user_mtime",is_representative,"caption"
39,0,1,44,NULL,NULL,NULL,"ark:/13030/c86d5tmd",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",NULL,NULL
40,0,1,45,NULL,NULL,NULL,"ark:/13030/c82n52w2",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",NULL,NULL
41,0,1,46,NULL,NULL,NULL,"ark:/13030/c8b56kck",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",NULL,NULL
42,0,1,47,NULL,NULL,NULL,"ark:/13030/c8fx7b30",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",NULL,NULL
43,0,1,48,NULL,NULL,NULL,"ark:/13030/c8kp82sv",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",NULL,NULL
44,0,1,49,NULL,NULL,NULL,"ark:/13030/c8qc045q",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
45,0,1,50,NULL,NULL,NULL,"ark:/13030/c8v40vv6",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
46,0,1,51,NULL,NULL,NULL,"ark:/13030/c8zw1mj5",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
47,0,1,52,NULL,NULL,NULL,"ark:/13030/c83n241v",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
48,0,1,53,NULL,NULL,NULL,"ark:/13030/c87d2vs7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
50,0,1,55,NULL,NULL,NULL,"ark:/13030/c8gx4c6x",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
51,0,1,56,NULL,NULL,NULL,"ark:/13030/c8mk6djc",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
52,0,1,57,NULL,NULL,NULL,"ark:/13030/c8rb757n",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
55,0,1,60,NULL,NULL,NULL,"ark:/13030/c84m9564",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
56,0,1,61,NULL,NULL,NULL,"ark:/13030/c88c9wx2",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
57,0,1,62,NULL,NULL,NULL,"ark:/13030/c8d50nmw",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
58,0,1,63,NULL,NULL,NULL,"ark:/13030/c8ht2pz1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
60,0,1,65,NULL,NULL,NULL,"ark:/13030/c8sb46c1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
62,0,1,67,NULL,NULL,NULL,"ark:/13030/c81v5fms",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
64,0,1,69,NULL,NULL,NULL,"ark:/13030/c89c6z2v",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
65,0,1,70,NULL,NULL,NULL,"ark:/13030/c8f190c7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
66,0,1,71,NULL,NULL,NULL,"ark:/13030/c8js9r2t",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
67,0,1,72,NULL,NULL,NULL,"ark:/13030/c8pk0gsp",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
68,0,1,73,NULL,NULL,NULL,"ark:/13030/c8tb17jv",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
69,0,1,74,NULL,NULL,NULL,"ark:/13030/c8t43tr8",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
70,0,1,75,NULL,NULL,NULL,"ark:/13030/c85d8sg1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
71,0,1,76,NULL,NULL,NULL,"ark:/13030/c8jq11pg",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
72,0,1,77,NULL,NULL,NULL,"ark:/13030/c8pg1scc",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
73,0,1,78,NULL,NULL,NULL,"ark:/13030/c8dz08zr",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
74,0,1,79,NULL,NULL,NULL,"ark:/13030/c8959j6r",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:34","2016-05-13 18:31:34","2016-05-13 18:31:34",NULL,NULL
75,0,1,80,NULL,NULL,NULL,"ark:/13030/c8xw4kf7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:35","2016-05-13 18:31:35","2016-05-13 18:31:35",NULL,NULL
76,0,1,81,NULL,NULL,NULL,"ark:/13030/c8x067p1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:35","2016-05-13 18:31:35","2016-05-13 18:31:35",NULL,NULL
77,0,1,82,NULL,NULL,NULL,"ark:/13030/c81n81s4",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:31:35","2016-05-13 18:31:35","2016-05-13 18:31:35",NULL,NULL
78,0,1,83,NULL,NULL,NULL,"ark:/13030/c86d5tmd",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
79,0,1,84,NULL,NULL,NULL,"ark:/13030/c82n52w2",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
80,0,1,85,NULL,NULL,NULL,"ark:/13030/c8b56kck",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
81,0,1,86,NULL,NULL,NULL,"ark:/13030/c8fx7b30",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
82,0,1,87,NULL,NULL,NULL,"ark:/13030/c8kp82sv",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
83,0,1,88,NULL,NULL,NULL,"ark:/13030/c8qc045q",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
84,0,1,89,NULL,NULL,NULL,"ark:/13030/c8v40vv6",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
85,0,1,90,NULL,NULL,NULL,"ark:/13030/c8zw1mj5",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
86,0,1,91,NULL,NULL,NULL,"ark:/13030/c83n241v",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
87,0,1,92,NULL,NULL,NULL,"ark:/13030/c87d2vs7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
88,0,1,93,NULL,NULL,NULL,"ark:/13030/c8c53mhz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
89,0,1,94,NULL,NULL,NULL,"ark:/13030/c8gx4c6x",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
90,0,1,95,NULL,NULL,NULL,"ark:/13030/c8mk6djc",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
91,0,1,96,NULL,NULL,NULL,"ark:/13030/c8rb757n",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
92,0,1,97,NULL,NULL,NULL,"ark:/13030/c8w37wzk",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
93,0,1,98,NULL,NULL,NULL,"ark:/13030/c80v8dfz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
94,0,1,99,NULL,NULL,NULL,"ark:/13030/c84m9564",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
95,0,1,100,NULL,NULL,NULL,"ark:/13030/c88c9wx2",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
96,0,1,101,NULL,NULL,NULL,"ark:/13030/c8d50nmw",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:21","2016-05-13 18:33:21","2016-05-13 18:33:21",NULL,NULL
97,0,1,102,NULL,NULL,NULL,"ark:/13030/c8ht2pz1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
98,0,1,103,NULL,NULL,NULL,"ark:/13030/c8nk3fn9",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
99,0,1,104,NULL,NULL,NULL,"ark:/13030/c8sb46c1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
100,0,1,105,NULL,NULL,NULL,"ark:/13030/c8x34z3c",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
101,0,1,106,NULL,NULL,NULL,"ark:/13030/c81v5fms",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
102,0,1,107,NULL,NULL,NULL,"ark:/13030/c85m66cz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
103,0,1,108,NULL,NULL,NULL,"ark:/13030/c89c6z2v",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
104,0,1,109,NULL,NULL,NULL,"ark:/13030/c8f190c7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
105,0,1,110,NULL,NULL,NULL,"ark:/13030/c8js9r2t",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
106,0,1,111,NULL,NULL,NULL,"ark:/13030/c8pk0gsp",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
107,0,1,112,NULL,NULL,NULL,"ark:/13030/c8tb17jv",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
108,0,1,113,NULL,NULL,NULL,"ark:/13030/c8t43tr8",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
109,0,1,114,NULL,NULL,NULL,"ark:/13030/c85d8sg1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
110,0,1,115,NULL,NULL,NULL,"ark:/13030/c8jq11pg",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
111,0,1,116,NULL,NULL,NULL,"ark:/13030/c8pg1scc",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
112,0,1,117,NULL,NULL,NULL,"ark:/13030/c8dz08zr",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
113,0,1,118,NULL,NULL,NULL,"ark:/13030/c8959j6r",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
114,0,1,119,NULL,NULL,NULL,"ark:/13030/c8xw4kf7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
115,0,1,120,NULL,NULL,NULL,"ark:/13030/c8x067p1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
116,0,1,121,NULL,NULL,NULL,"ark:/13030/c81n81s4",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:33:22","2016-05-13 18:33:22","2016-05-13 18:33:22",NULL,NULL
117,0,1,122,NULL,NULL,NULL,"ark:/13030/c86d5tmd",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
118,0,1,123,NULL,NULL,NULL,"ark:/13030/c82n52w2",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
119,0,1,124,NULL,NULL,NULL,"ark:/13030/c8b56kck",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
120,0,1,125,NULL,NULL,NULL,"ark:/13030/c8fx7b30",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
121,0,1,126,NULL,NULL,NULL,"ark:/13030/c8kp82sv",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
122,0,1,127,NULL,NULL,NULL,"ark:/13030/c8qc045q",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
123,0,1,128,NULL,NULL,NULL,"ark:/13030/c8v40vv6",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
124,0,1,129,NULL,NULL,NULL,"ark:/13030/c8zw1mj5",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
125,0,1,130,NULL,NULL,NULL,"ark:/13030/c83n241v",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
126,0,1,131,NULL,NULL,NULL,"ark:/13030/c87d2vs7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
127,0,1,132,NULL,NULL,NULL,"ark:/13030/c8c53mhz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
128,0,1,133,NULL,NULL,NULL,"ark:/13030/c8gx4c6x",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
129,0,1,134,NULL,NULL,NULL,"ark:/13030/c8mk6djc",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
130,0,1,135,NULL,NULL,NULL,"ark:/13030/c8rb757n",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
131,0,1,136,NULL,NULL,NULL,"ark:/13030/c8w37wzk",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
132,0,1,137,NULL,NULL,NULL,"ark:/13030/c80v8dfz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
133,0,1,138,NULL,NULL,NULL,"ark:/13030/c84m9564",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
134,0,1,139,NULL,NULL,NULL,"ark:/13030/c88c9wx2",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
135,0,1,140,NULL,NULL,NULL,"ark:/13030/c8d50nmw",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
136,0,1,141,NULL,NULL,NULL,"ark:/13030/c8ht2pz1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
137,0,1,142,NULL,NULL,NULL,"ark:/13030/c8nk3fn9",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
138,0,1,143,NULL,NULL,NULL,"ark:/13030/c8sb46c1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:26","2016-05-13 18:34:26","2016-05-13 18:34:26",NULL,NULL
139,0,1,144,NULL,NULL,NULL,"ark:/13030/c8x34z3c",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
140,0,1,145,NULL,NULL,NULL,"ark:/13030/c81v5fms",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
141,0,1,146,NULL,NULL,NULL,"ark:/13030/c85m66cz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
142,0,1,147,NULL,NULL,NULL,"ark:/13030/c89c6z2v",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
