id,agent_person_id,agent_software_id,agent_family_id,agent_corporate_entity_id,accession_id,archival_object_id,digital_object_id,digital_object_component_id,event_id,resource_id,aspace_relationship_position,"created_by","last_modified_by","create_time","system_mtime","user_mtime",role_id,relator_id,"title",suppressed,rights_statement_id
28,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,3,"admin","admin","2016-01-24 13:21:29","2016-01-24 13:21:29","2016-01-24 13:21:29",880,NULL,NULL,0,NULL
29,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,4,"admin","admin","2016-01-24 13:21:29","2016-01-24 13:21:29","2016-01-24 13:21:29",880,NULL,NULL,0,NULL
30,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,19,5,"admin","admin","2016-01-24 13:21:29","2016-01-24 13:21:29","2016-01-24 13:21:29",880,NULL,NULL,0,NULL
31,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,6,"admin","admin","2016-01-24 13:21:29","2016-01-24 13:21:29","2016-01-24 13:21:29",880,NULL,NULL,0,NULL
32,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,7,"admin","admin","2016-01-24 13:21:29","2016-01-24 13:21:29","2016-01-24 13:21:29",880,NULL,NULL,0,NULL
33,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,8,"admin","admin","2016-01-24 13:21:29","2016-01-24 13:21:29","2016-01-24 13:21:29",880,NULL,NULL,0,NULL
34,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,9,"admin","admin","2016-01-24 13:21:29","2016-01-24 13:21:29","2016-01-24 13:21:29",880,NULL,NULL,0,NULL
35,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,10,"admin","admin","2016-01-24 13:21:29","2016-01-24 13:21:29","2016-01-24 13:21:29",880,NULL,NULL,0,NULL
37,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,0,"admin","admin","2016-01-28 12:59:14","2016-01-28 12:59:14","2016-01-28 12:59:14",232,NULL,NULL,0,NULL
38,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,0,"admin","admin","2016-01-28 12:59:14","2016-01-28 12:59:14","2016-01-28 12:59:14",232,NULL,NULL,0,NULL
42,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,0,"admin","admin","2016-01-28 12:59:38","2016-01-28 12:59:38","2016-01-28 12:59:38",232,NULL,NULL,0,NULL
43,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,0,"admin","admin","2016-01-28 12:59:38","2016-01-28 12:59:38","2016-01-28 12:59:38",232,NULL,NULL,0,NULL
47,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,0,NULL,NULL,"2016-01-28 18:52:05","2016-01-28 18:52:05","2016-01-28 18:52:05",232,NULL,NULL,0,NULL
58,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,24,NULL,0,NULL,NULL,"2016-02-02 20:08:53","2016-02-02 20:08:53","2016-02-02 20:08:53",232,NULL,NULL,0,NULL
61,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
62,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
63,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,27,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
64,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
65,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
66,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
67,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
68,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,32,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
69,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
70,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34,NULL,0,"admin","admin","2016-02-03 16:29:11","2016-02-03 16:29:11","2016-02-03 16:29:11",232,NULL,NULL,0,NULL
71,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,35,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
72,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
73,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
74,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
75,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,39,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
76,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
77,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
78,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
79,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
80,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
81,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
82,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
83,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
84,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
85,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,49,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
86,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
87,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
88,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
89,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
90,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,54,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
91,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,55,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
92,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,56,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
93,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
94,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
95,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,NULL,0,"admin","admin","2016-02-03 16:29:12","2016-02-03 16:29:12","2016-02-03 16:29:12",232,NULL,NULL,0,NULL
133,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL,0,"admin","admin","2016-02-03 16:31:50","2016-02-03 16:31:50","2016-02-03 16:31:50",232,NULL,NULL,0,NULL
143,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,NULL,0,"admin","admin","2016-02-03 18:13:10","2016-02-03 18:13:10","2016-02-03 18:13:10",232,NULL,NULL,0,NULL
144,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,NULL,0,"admin","admin","2016-02-03 19:09:16","2016-02-03 19:09:16","2016-02-03 19:09:16",232,NULL,NULL,0,NULL
145,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,63,NULL,0,"admin","admin","2016-02-03 21:13:54","2016-02-03 21:13:54","2016-02-03 21:13:54",231,NULL,NULL,0,NULL
146,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL,0,"admin","admin","2016-02-04 15:02:11","2016-02-04 15:02:11","2016-02-04 15:02:11",232,NULL,NULL,0,NULL
158,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,65,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
159,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,66,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
160,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
161,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,68,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
162,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
163,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
164,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
165,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
166,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
167,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
168,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
169,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
170,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
171,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,0,"admin","admin","2016-02-05 21:24:49","2016-02-05 21:24:49","2016-02-05 21:24:49",232,NULL,NULL,0,NULL
187,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,0,"admin","admin","2016-02-05 21:39:24","2016-02-05 21:39:24","2016-02-05 21:39:24",232,NULL,NULL,0,NULL
188,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,0,"admin","admin","2016-02-05 21:39:24","2016-02-05 21:39:24","2016-02-05 21:39:24",232,NULL,NULL,0,NULL
189,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
190,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
191,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
192,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
193,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
194,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
195,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
196,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
197,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
198,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
199,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
200,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
201,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
202,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
203,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
204,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
205,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
206,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
207,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
208,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
209,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
210,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
211,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,103,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
212,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,0,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",232,NULL,NULL,0,NULL
243,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,NULL,0,"admin","admin","2016-02-10 13:38:58","2016-02-10 13:38:58","2016-02-10 13:38:58",232,NULL,NULL,0,NULL
244,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,106,NULL,0,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59",232,NULL,NULL,0,NULL
245,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107,NULL,0,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59",232,NULL,NULL,0,NULL
246,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,108,NULL,0,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59",232,NULL,NULL,0,NULL
247,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109,NULL,0,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59",232,NULL,NULL,0,NULL
257,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
258,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,111,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
259,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
260,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
261,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,114,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
262,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,115,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
263,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,116,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
264,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,117,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
265,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
266,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119,NULL,0,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",232,NULL,NULL,0,NULL
284,70,NULL,NULL,NULL,NULL,9246,NULL,NULL,NULL,NULL,0,"admin","admin","2016-02-10 13:39:42","2016-02-10 13:39:42","2016-02-10 13:39:42",880,NULL,NULL,0,NULL
285,NULL,NULL,NULL,44,NULL,9246,NULL,NULL,NULL,NULL,1,"admin","admin","2016-02-10 13:39:42","2016-02-10 13:39:42","2016-02-10 13:39:42",880,NULL,NULL,0,NULL
286,69,NULL,NULL,NULL,NULL,9246,NULL,NULL,NULL,NULL,2,"admin","admin","2016-02-10 13:39:42","2016-02-10 13:39:42","2016-02-10 13:39:42",880,NULL,NULL,0,NULL
287,NULL,NULL,3,NULL,NULL,9247,NULL,NULL,NULL,NULL,0,"admin","admin","2016-02-10 13:39:42","2016-02-10 13:39:42","2016-02-10 13:39:42",880,NULL,NULL,0,NULL
288,70,NULL,NULL,NULL,NULL,9251,NULL,NULL,NULL,NULL,0,"admin","admin","2016-02-10 13:39:42","2016-02-10 13:39:42","2016-02-10 13:39:42",880,NULL,NULL,0,NULL
289,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,0,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",232,NULL,NULL,0,NULL
