id,lock_version,json_schema_version,agent_person_id,"primary_name",name_order_id,"title","prefix","rest_of_name","suffix","fuller_form","number","dates","qualifier",source_id,rules_id,"sort_name",sort_name_auto_generate,"created_by","last_modified_by","create_time","system_mtime","user_mtime",authorized,is_display_name
53,0,1,53,"Raworth, Tom, -- correspondent",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Raworth, Tom, -- correspondent",1,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",1,1
54,0,1,54,"Waldman, Anne, 1945- -- correspondent",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Waldman, Anne, 1945- -- correspondent",1,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",1,1
55,0,1,55,"Watten, Barrett, -- correspondent",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Watten, Barrett, -- correspondent",1,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",1,1
56,0,1,56,"Warsh, Lewis",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Warsh, Lewis",1,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",1,1
57,0,1,57,"Mayer, Bernadette",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Mayer, Bernadette",1,"admin","admin","2016-02-05 21:39:25","2016-02-05 21:39:25","2016-02-05 21:39:25",1,1
58,0,1,58,"Congreave, Jedediah Horcrux, 1915-1999",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Congreave, Jedediah Horcrux, 1915-1999",1,"admin","admin","2016-02-10 13:38:58","2016-02-10 13:38:58","2016-02-10 13:38:58",1,1
59,0,1,59,"Congreave, Wilberforce",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Congreave, Wilberforce",1,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59",1,1
60,0,1,60,"Foucault, Michel, 1926-1984",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"Foucault, Michel, 1926-1984",1,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59",1,1
61,0,1,61,"Child, Julia",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"Child, Julia",1,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59",1,1
62,0,1,62,"Skinner, B. F. (Burrhus Frederic), 1904-1990",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"Skinner, B. F. (Burrhus Frederic), 1904-1990",1,"admin","admin","2016-02-10 13:38:59","2016-02-10 13:38:59","2016-02-10 13:38:59",1,1
63,0,1,63,"Auchincloss, Theresa",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Auchincloss, Theresa",1,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",1,1
64,0,1,64,"Bourgeois, Elspeth Smithie",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Bourgeois, Elspeth Smithie",1,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",1,1
66,0,1,66,"Smithie, George Van Buskirk",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Smithie, George Van Buskirk",1,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",1,1
67,0,1,67,"Wayward, Asa Wellspring, d. 1863",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Wayward, Asa Wellspring, d. 1863",1,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",1,1
68,0,1,68,"Wayward, Frances",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Wayward, Frances",1,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",1,1
69,0,1,69,"Wayward, Grover Allen",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Wayward, Grover Allen",1,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",1,1
70,0,1,70,"Macleish, Archibald, 1892-1982",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"Macleish, Archibald, 1892-1982",1,"admin","admin","2016-02-10 13:39:41","2016-02-10 13:39:41","2016-02-10 13:39:41",1,1
71,0,1,71,"Hamilton, Alexander, 1757-1804.",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Hamilton, Alexander, 1757-1804., 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",1,1
72,0,1,71,"هاملتون، الكسندر، 1757-1804  م.",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"هاملتون، الكسندر، 1757-1804  م., 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
73,0,1,71,"Hamilton, Alexander, 1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Hamilton, Alexander, 1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
74,0,1,71,"Hamilton, A.1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Hamilton, A.1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
75,0,1,71,"Camillus1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Camillus1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
76,0,1,71,"Phocion,1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Phocion,1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
77,0,1,71,"Pacificus1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Pacificus1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
78,0,1,71,"Hamilton,Mr.1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Hamilton,Mr.1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
79,0,1,71,"Khamiltŭn, Aleksandŭr,1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Khamiltŭn, Aleksandŭr,1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
80,0,1,71,"Hamilton, Alexandre1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Hamilton, Alexandre1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
81,0,1,71,"Hamilton, Aleksander1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Hamilton, Aleksander1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
82,0,1,71,"Hamilton, Aleksander,1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Hamilton, Aleksander,1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
83,0,1,71,"Phocion1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Phocion1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
84,0,1,71,"Hamilton, A.(Alexander),1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Hamilton, A.(Alexander),1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
85,0,1,71,"Pacificus,1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Pacificus,1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
86,0,1,71,"هاملتون، الكس،1757-1804  م.",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"هاملتون، الكس،1757-1804  م., 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
87,0,1,71,"Hamilton, Alexander,1755-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1755-1804",NULL,236,240,"Hamilton, Alexander,1755-1804, 1755-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
88,0,1,71,"Han-mi-erh-teng, Ya-li-shan-ta,1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Han-mi-erh-teng, Ya-li-shan-ta,1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
89,0,1,71,"الكسندر هاملتون،1757-1804  م.",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"الكسندر هاملتون،1757-1804  م., 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
90,0,1,71,"Gamilʹton, Aleksandr,1757-1804",947,NULL,NULL,NULL,NULL,NULL,NULL,"1757-1804",NULL,236,240,"Gamilʹton, Aleksandr,1757-1804, 1757-1804",1,"admin","admin","2016-02-10 13:41:00","2016-02-10 13:41:00","2016-02-10 13:41:00",NULL,NULL
91,0,1,72,"Zukofsky, Louis, 1904-1978.",947,NULL,NULL,NULL,NULL,NULL,NULL,"1904-1978",NULL,236,240,"Zukofsky, Louis, 1904-1978., 1904-1978",1,"admin","admin","2016-02-10 13:41:35","2016-02-10 13:41:35","2016-02-10 13:41:35",1,1
92,0,1,72,"Zukofsky, Louis, 1904-1978",947,NULL,NULL,NULL,NULL,NULL,NULL,"1904-1978",NULL,236,240,"Zukofsky, Louis, 1904-1978, 1904-1978",1,"admin","admin","2016-02-10 13:41:35","2016-02-10 13:41:35","2016-02-10 13:41:35",NULL,NULL
93,0,1,72,"Zukofsky, Louis",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"Zukofsky, Louis",1,"admin","admin","2016-02-10 13:41:35","2016-02-10 13:41:35","2016-02-10 13:41:35",NULL,NULL
94,0,1,72,"Zukofsky, Louis,1904-",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"Zukofsky, Louis,1904-",1,"admin","admin","2016-02-10 13:41:35","2016-02-10 13:41:35","2016-02-10 13:41:35",NULL,NULL
95,0,1,73,"Whitman",946,NULL,NULL,"Walt,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Whitman, Walt,, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",1,1
96,0,1,73,"Ouitman",947,NULL,NULL,"Ouolt,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Ouolt, Ouitman, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
97,0,1,73,"Uitman",947,NULL,NULL,"Uol£t,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Uol£t, Uitman, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
98,0,1,73,"Uitmen",947,NULL,NULL,"Uot,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Uot, Uitmen, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
99,0,1,73,"Uitmen",947,NULL,NULL,"Uolt,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Uolt, Uitmen, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
100,0,1,73,"VitĐmanø",947,NULL,NULL,"ValtĐ,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"ValtĐ, VitĐmanø, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
101,0,1,73,"ValtĐ VitĐmanø,",947,NULL,NULL,NULL,NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"ValtĐ VitĐmanø,, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
102,0,1,73,"Witumon,",947,NULL,NULL,NULL,NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Witumon,, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
103,0,1,73,"VĐitĐman",947,NULL,NULL,"VĐoltĐ,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"VĐoltĐ, VĐitĐman, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
104,0,1,73,"ValtĐvitĐmanø,",947,NULL,NULL,NULL,NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"ValtĐvitĐmanø,, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
105,0,1,73,"Waltvitmen,",947,NULL,NULL,NULL,NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Waltvitmen,, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
