id,location_id,repository_id,aspace_relationship_position,suppressed,"created_by","last_modified_by","system_mtime","user_mtime"
109,1011,2,0,0,NULL,NULL,"2016-06-27 14:05:40","2016-06-27 14:05:40"
110,1012,2,0,0,NULL,NULL,"2016-06-27 14:05:40","2016-06-27 14:05:40"
111,1013,2,0,0,NULL,NULL,"2016-06-27 14:05:41","2016-06-27 14:05:41"
112,1014,2,0,0,NULL,NULL,"2016-06-27 14:05:41","2016-06-27 14:05:41"
115,915,2,0,0,NULL,NULL,"2016-06-27 14:06:24","2016-06-27 14:06:24"
116,1015,2,0,0,NULL,NULL,"2016-06-27 14:07:57","2016-06-27 14:07:57"
117,1016,2,0,0,NULL,NULL,"2016-06-27 14:07:57","2016-06-27 14:07:57"
118,1017,2,0,0,NULL,NULL,"2016-06-27 14:07:57","2016-06-27 14:07:57"
120,309,2,0,0,NULL,NULL,"2016-06-28 15:49:50","2016-06-28 15:49:50"
122,310,2,0,0,NULL,NULL,"2016-06-28 15:51:05","2016-06-28 15:51:05"
123,311,2,0,0,NULL,NULL,"2016-06-28 15:59:29","2016-06-28 15:59:29"
124,527,5,0,0,NULL,NULL,"2016-06-28 16:02:35","2016-06-28 16:02:35"
127,1019,5,0,0,NULL,NULL,"2016-06-28 16:52:41","2016-06-28 16:52:41"
129,1080,2,0,0,NULL,NULL,"2016-06-30 14:59:59","2016-06-30 14:59:59"
134,1082,2,0,0,NULL,NULL,"2016-07-03 18:19:58","2016-07-03 18:19:58"
135,1103,2,0,0,NULL,NULL,"2016-07-11 14:26:54","2016-07-11 14:26:54"
136,1115,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
137,1116,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
138,1117,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
139,1118,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
140,1119,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
141,1120,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
142,1121,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
143,1122,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
144,1123,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
145,1124,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
146,1125,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
147,1126,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
148,1127,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
149,1128,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
150,1129,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
151,1130,2,0,0,NULL,NULL,"2016-07-11 16:55:00","2016-07-11 16:55:00"
152,1131,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
153,1132,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
154,1133,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
155,1134,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
156,1135,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
157,1136,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
158,1137,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
159,1138,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
160,1139,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
161,1140,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
162,1141,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
163,1142,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
164,1143,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
165,1144,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
166,1145,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
167,1146,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
168,1147,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
169,1148,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
170,1149,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
171,1150,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
172,1151,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
173,1152,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
174,1153,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
175,1154,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
176,1155,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
177,1156,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
178,1157,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
179,1158,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
180,1159,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
181,1160,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
182,1161,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
183,1162,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
184,1163,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
185,1164,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
186,1165,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
187,1166,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
188,1167,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
189,1168,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
190,1169,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
191,1170,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
192,1171,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
193,1172,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
194,1173,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
195,1174,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
196,1175,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
197,1176,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
198,1177,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
199,1178,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
200,1179,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
201,1180,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
202,1181,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
203,1182,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
204,1183,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
205,1184,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
206,1185,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
207,1186,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
208,1187,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
209,1188,2,0,0,NULL,NULL,"2016-07-11 16:55:01","2016-07-11 16:55:01"
210,1189,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
211,1190,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
212,1191,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
213,1192,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
214,1193,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
215,1194,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
216,1195,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
217,1196,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
218,1197,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
219,1198,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
220,1199,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
221,1200,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
222,1201,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
223,1202,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
224,1203,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
225,1204,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
226,1205,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
227,1206,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
228,1207,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
229,1208,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
230,1209,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
231,1210,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
232,1211,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
233,1212,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
234,1213,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
235,1214,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
236,1215,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
237,1216,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
238,1217,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
239,1218,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
240,1219,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
241,1220,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
242,1221,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
243,1222,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
244,1223,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
245,1224,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
246,1225,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
247,1226,2,0,0,NULL,NULL,"2016-07-11 16:55:02","2016-07-11 16:55:02"
249,1346,2,0,0,NULL,NULL,"2017-03-23 14:19:16","2017-03-23 14:19:16"
