id,top_container_id,sub_container_id,aspace_relationship_position,suppressed,"created_by","last_modified_by","system_mtime","user_mtime"
1748,171,1748,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1749,173,1749,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1750,171,1750,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1751,174,1751,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1752,171,1752,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1753,175,1753,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1754,171,1754,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1755,176,1755,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1756,171,1756,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1757,177,1757,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1758,171,1758,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1759,178,1759,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1760,171,1760,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1761,179,1761,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1762,171,1762,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1763,180,1763,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1764,171,1764,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1765,181,1765,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1766,171,1766,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1767,182,1767,0,0,NULL,NULL,"2016-01-28 12:59:16","2016-01-28 12:59:16"
1768,171,1768,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1769,183,1769,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1770,171,1770,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1771,184,1771,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1772,171,1772,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1773,185,1773,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1774,171,1774,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1775,186,1775,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1776,171,1776,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1777,187,1777,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1778,171,1778,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1779,188,1779,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1780,171,1780,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1781,189,1781,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1782,190,1782,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1783,172,1783,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1784,190,1784,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1785,173,1785,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1786,190,1786,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1787,174,1787,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1788,190,1788,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1789,175,1789,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1790,190,1790,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1791,176,1791,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1792,190,1792,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1793,177,1793,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1794,190,1794,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1795,178,1795,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1796,190,1796,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1797,179,1797,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1798,190,1798,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1799,180,1799,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1800,190,1800,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1801,181,1801,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1802,190,1802,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1803,182,1803,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1804,190,1804,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1805,183,1805,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1806,190,1806,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1807,184,1807,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1808,190,1808,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1809,185,1809,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1810,190,1810,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1811,186,1811,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1812,190,1812,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1813,187,1813,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1814,190,1814,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1815,188,1815,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1816,190,1816,0,0,NULL,NULL,"2016-01-28 12:59:17","2016-01-28 12:59:17"
1817,189,1817,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1818,190,1818,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1819,191,1819,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1820,190,1820,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1821,192,1821,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1822,193,1822,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1823,172,1823,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1824,193,1824,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1825,173,1825,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1826,193,1826,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1827,174,1827,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1828,193,1828,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1829,175,1829,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1830,193,1830,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1831,176,1831,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1832,193,1832,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1833,177,1833,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1834,193,1834,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1835,178,1835,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1836,193,1836,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1837,179,1837,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1838,193,1838,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1839,180,1839,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1840,193,1840,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1841,181,1841,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1842,193,1842,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1843,182,1843,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1844,193,1844,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1845,183,1845,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1846,193,1846,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1847,184,1847,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1848,193,1848,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1849,185,1849,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1850,193,1850,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1851,186,1851,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1852,193,1852,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1853,187,1853,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1854,193,1854,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1855,188,1855,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1856,193,1856,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1857,189,1857,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1858,193,1858,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1859,191,1859,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1860,193,1860,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1861,192,1861,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1862,193,1862,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1863,194,1863,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1864,193,1864,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1865,195,1865,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1866,193,1866,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1867,196,1867,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1868,197,1868,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1869,172,1869,0,0,NULL,NULL,"2016-01-28 12:59:18","2016-01-28 12:59:18"
1870,197,1870,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1871,173,1871,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1872,197,1872,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1873,174,1873,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1874,197,1874,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1875,175,1875,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1876,197,1876,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1877,176,1877,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1878,197,1878,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1879,177,1879,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1880,197,1880,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1881,178,1881,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1882,197,1882,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1883,179,1883,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1884,197,1884,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1885,180,1885,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1886,197,1886,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1887,181,1887,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1888,197,1888,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1889,182,1889,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1890,197,1890,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1891,183,1891,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1892,197,1892,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1893,184,1893,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1894,197,1894,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1895,185,1895,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1896,197,1896,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1897,186,1897,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1898,197,1898,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1899,187,1899,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1900,197,1900,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1901,188,1901,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1902,197,1902,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1903,189,1903,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1904,197,1904,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1905,191,1905,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1906,197,1906,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1907,192,1907,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1908,197,1908,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1909,194,1909,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1910,197,1910,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1911,195,1911,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1912,197,1912,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1913,196,1913,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1914,197,1914,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1915,198,1915,0,0,NULL,NULL,"2016-01-28 12:59:19","2016-01-28 12:59:19"
1918,188,1918,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1919,173,1919,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1920,188,1920,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1921,174,1921,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1922,188,1922,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1923,175,1923,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1924,188,1924,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1925,176,1925,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1926,188,1926,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1927,177,1927,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1928,188,1928,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1929,178,1929,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1930,188,1930,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1931,179,1931,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1932,188,1932,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1933,180,1933,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1934,188,1934,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1935,181,1935,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1936,188,1936,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1937,182,1937,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1938,188,1938,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1939,183,1939,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1940,188,1940,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1941,184,1941,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1942,188,1942,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1943,185,1943,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1944,188,1944,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1945,186,1945,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1946,188,1946,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1947,187,1947,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1948,188,1948,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1949,188,1949,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1950,188,1950,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1951,189,1951,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1952,188,1952,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1953,191,1953,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1954,188,1954,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1955,192,1955,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1956,188,1956,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1957,194,1957,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1958,192,1958,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1959,172,1959,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1960,192,1960,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1961,173,1961,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1962,192,1962,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1963,174,1963,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1964,192,1964,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1965,175,1965,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1966,192,1966,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1967,176,1967,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1968,192,1968,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1969,177,1969,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1970,192,1970,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1971,178,1971,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1972,192,1972,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1973,179,1973,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1974,192,1974,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1975,180,1975,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1976,192,1976,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1977,181,1977,0,0,NULL,NULL,"2016-01-28 12:59:20","2016-01-28 12:59:20"
1978,192,1978,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1979,182,1979,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1980,192,1980,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1981,183,1981,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1982,192,1982,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1983,184,1983,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1984,192,1984,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1985,185,1985,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1986,192,1986,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1987,186,1987,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1988,192,1988,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1989,187,1989,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1990,192,1990,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1991,188,1991,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1992,192,1992,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1993,189,1993,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1994,194,1994,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1995,172,1995,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1996,194,1996,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1997,173,1997,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1998,194,1998,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
1999,174,1999,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
2000,194,2000,0,0,NULL,NULL,"2016-01-28 12:59:21","2016-01-28 12:59:21"
