id,lock_version,json_schema_version,vocab_id,"title","terms_sha1","authority_id","scope_note",source_id,"created_by","last_modified_by","create_time","system_mtime","user_mtime"
44,3,1,1,"Cookbooks -- United States","632c7d5634d8e4884fd12279166bbd60b4327804",NULL,NULL,360,"admin","admin","2016-02-03 16:29:11","2017-07-13 22:14:18","2016-02-03 16:29:11"
45,3,1,1,"Cookbooks -- History","5348f2e095add0ad547226b6e677b826c6221e1b",NULL,NULL,360,"admin","admin","2016-02-03 16:29:11","2017-07-13 22:14:18","2016-02-03 16:29:11"
46,4,1,1,"Cookbooks","09391182779dc33d1240c4bf4debc7591f5e58e6","http://id.loc.gov/authorities/subjects/sh2010007517","Here are entered works on collections of recipes. Works about all types of food preparation, including preparation of those foods that do not necessarily need to be heated are entered under [Cooking.]",360,"admin","admin","2016-02-03 16:29:11","2017-07-13 22:14:18","2016-08-29 17:49:35"
47,3,1,1,"Advertising -- United States -- History","59411c9250e0d44a807ca058702f6c05dfdce41d",NULL,NULL,360,"admin","admin","2016-02-03 16:29:11","2017-07-13 22:14:18","2016-02-03 16:29:11"
48,3,1,1,"Advertising -- History","64ef2375e9b246a66cf2a7f1af51b245761aefb9",NULL,NULL,360,"admin","admin","2016-02-03 16:29:11","2017-07-13 22:14:18","2016-02-03 16:29:11"
49,3,1,1,"Advertising","c3f806986b79a33e285badd51645c12d9b48bb2f",NULL,NULL,360,"admin","admin","2016-02-03 16:29:11","2017-07-13 22:14:18","2016-02-03 16:29:11"
50,6,1,1,"payroll","2684b8d1e6907cf1baab56596452e8629d2f15d2",NULL,NULL,360,"admin","admin","2016-02-04 15:02:11","2017-07-13 22:14:18","2016-02-04 15:02:11"
51,6,1,1,"United States. Army. Minnesota Infantry Regiment, 1st","699633e184a18a8c1065f3e5c02eacdceeae4a72",NULL,NULL,360,"admin","admin","2016-02-04 15:02:11","2017-07-13 22:14:18","2016-02-04 15:02:11"
52,6,1,1,"Saint Paul (Minn.)","8ed47ff5c076469938fb700b966bcc4a2167f3d6",NULL,NULL,360,"admin","admin","2016-02-04 15:02:11","2017-07-13 22:14:18","2016-02-04 15:02:11"
53,4,1,1,"American poetry -- 20th century","3ffbdae89f9433958bf9d068716cfd49945c4588",NULL,NULL,360,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
54,3,1,1,"Gay men -- United States -- Poetry","5d5f9ba8574b9b46a29019d952c5e3027733df60",NULL,NULL,360,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
55,2,1,1,"Gay men -- United States -- Biography","31ca9918771a9fed65502eef9c28b2b01da41eb8",NULL,NULL,360,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
56,2,1,1,"Gay's writings","3b45c535b4ab4f8be94a9270f89bfc4491dec7ff",NULL,NULL,360,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
57,2,1,1,"Gay men in art","ccedcfd7809c008aa72906063234f6cbfba8eac0",NULL,NULL,360,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
58,2,1,1,"Prose poems, American","00cfe1bea3e71a6cc7c9bb88ceec5dc7cff62f14",NULL,NULL,360,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
59,2,1,1,"Photographs -- 1964-1990.","f2fab4f1b71c5339a3d4fc699e0a138776207c56",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
60,2,1,1,"Cartoons -- United States -- 20th Century.","c059c79d78638cbd291f7cb90a1ba225b2b76bfc",NULL,NULL,358,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
61,2,1,1,"Lithographs -- 1960-1969.","05409c1d928bf2a6d6520eb517722457307b7f8d",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
62,2,1,1,"Lithographs -- 1970-1979.","5379ccb7584e91f066ec8a230e913a54bdb8a982",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
63,2,1,1,"Collages -- 1960-1969.","1bc7ea2722dc0a344373f0d2949731205e26b402",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
64,2,1,1,"Collages -- 1970-1979.","aca8e8bbff75e9e6c70892020ed7effde02a4468",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
65,2,1,1,"Oil paintings -- 1960-1969.","e2b54e9ff2418c18b0df93d7947af9ae030313d7",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
66,2,1,1,"Oil paintings -- 1979-1979.","9578455a59ac0e23c5fe9dff89d397373eb5c572",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
67,2,1,1,"Watercolor drawings -- 1960-1969.","a912f647584071c477d05f4fa66deba8630b597f",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
68,2,1,1,"Watercolor drawings -- 1970-1979.","829b4abdfbfbe01cd4ac2c02276b7ce862636a19",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
69,2,1,1,"Lithographs -- 1960-1969 -- Color.","8917d5df8a0ad37fcfcc2ffc180c133ad8f5e90b",NULL,NULL,363,"admin","admin","2016-02-05 21:24:49","2017-07-13 22:14:18","2016-02-05 21:24:49"
70,2,1,1,"Publishers and publishing -- New York (State) -- Manuscripts","7885fdc69389f4b55c7b55a4b285eb6c00b9ffb1",NULL,NULL,360,"admin","admin","2016-02-05 21:39:25","2017-07-13 22:14:18","2016-02-05 21:39:25"
71,15,1,1,"Flies, Artificial","158189b966f3fa3e1c8afcb29369c0079662fd2f",NULL,NULL,360,"admin","admin","2016-02-10 13:38:58","2017-07-13 22:14:18","2016-02-10 13:38:58"
72,15,1,1,"Fly fishing","1fcb5724631d6fa35ff37f9aa18e9286365d6e23",NULL,NULL,360,"admin","admin","2016-02-10 13:38:58","2017-07-13 22:14:18","2016-02-10 13:38:58"
73,15,1,1,"Fly fishing (West U.S.) -- Pictorial works","f5bc1c1a0f628ccb30131f96624dfa2650761cd4",NULL,NULL,360,"admin","admin","2016-02-10 13:38:58","2017-07-13 22:14:18","2016-02-10 13:38:58"
74,15,1,1,"Fly fishing -- Pictorial works","c34742cdc0a7c5df6481d8254f2ceb44e513db6e",NULL,NULL,360,"admin","admin","2016-02-10 13:38:58","2017-07-13 22:14:18","2016-02-10 13:38:58"
75,15,1,1,"Fly tying","e6e462c6ee1dc88cbcad2ad4c587a8a37f8648cb",NULL,NULL,360,"admin","admin","2016-02-10 13:38:59","2017-07-13 22:14:18","2016-02-10 13:38:59"
76,19,1,1,"Drawings (visual works)","68abbe2074488dcd76d7a261422492ecfc82e91c",NULL,NULL,357,"admin","admin","2016-02-10 13:38:59","2017-07-13 22:14:18","2016-02-10 13:38:59"
77,15,1,1,"Photographs","15b054a5ce3d1a1917b6396e5eda49c89791b1f5",NULL,NULL,363,"admin","admin","2016-02-10 13:38:59","2017-07-13 22:14:18","2016-02-10 13:38:59"
78,4,1,1,"Abolitionists--New York State--History--19th century","b605b77f04ec4c139d8391e6a5c727b1bc203395",NULL,"scopity scope note",360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-07-15 19:41:53"
79,7,1,1,"Diaries","b4159d40edaa6c1fc39e64c2fac606da12bdffd1",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
80,2,1,1,"Hudson River Valley (N.Y. and N.J.)","288f89562594ad3af10b128a2910cf472f0276e3",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
81,2,1,1,"Underground railroad--New York (State)","7b8e16ad03583de2a948798ad96ec8e905a551e9",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
82,9,1,1,"Correspondence","39c7a2fcf7dfd32efb5fce10c3d711d49a68ebc3",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
83,5,1,1,"Humboldt River (Nev.)--Description and travel","dfe828655f7eae34c01c1cd38da82772447058c9",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
84,5,1,1,"Mining camps--California--History--19th Century","4969ea23dc2411a50462eb8aea985179ddb2a3ff",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
85,5,1,1,"Overland Journeys to the Pacific","c7c1cd9d3936c537d925c6fd5ec92bcc970b6e02",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
86,6,1,1,"Truckee river (Calif. and Nev.)--Description and travel","2fc04b9f2619e8e23625757d577530847fe0e39e",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
87,2,1,1,"World War, 1939-1945","4ed0e350a48a81ba044054d0bf2e0aada806a97b",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
88,1,1,1,"World War, 1939-1945--Public opinion--United States","d4766b3faed2edd337e80316115036c7fe3b5143",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
89,1,1,1,"World War, 1939-1945--United States--Propaganda","d400e674324770e71b6d6a662228d747a5441f1c",NULL,NULL,360,"admin","admin","2016-02-10 13:39:41","2017-07-13 22:14:18","2016-02-10 13:39:41"
90,2,1,1,"Clippings (Books, newspapers, etc.)","a9a4da64c7fb07e0384996664e4d1e59246c560b",NULL,NULL,360,"admin","admin","2016-02-10 13:39:42","2017-07-13 22:14:18","2016-02-10 13:39:42"
91,8,1,1,"Communists |z United States.","263b7eb56d748aea4de3864d0904b26c4486fe00",NULL,NULL,2190,"admin","admin","2016-02-10 13:45:10","2017-07-13 22:14:18","2016-02-10 13:45:10"
92,8,1,1,"Communism.","603bfb04fbf76d446dacc13a3ee76895ede464f8",NULL,NULL,2190,"admin","admin","2016-02-10 13:45:10","2017-07-13 22:14:18","2016-02-10 13:45:10"
93,8,1,1,"Communism |z United States.","f6a0842f24f4afc845cab249a874133e708c7046",NULL,NULL,2190,"admin","admin","2016-02-10 13:45:10","2017-07-13 22:14:18","2016-02-10 13:45:10"
94,9,1,1,"Academic freedom.","89e75cbaeddea7d488a8746dc054c58a6f5dd3f4",NULL,NULL,2190,"admin","admin","2016-02-10 13:45:10","2017-07-13 22:14:18","2016-02-10 13:45:10"
95,3,1,1,"Subjects--Function-AT","45a33555d10c507ae02ff70d8e90d9832111caec",NULL,NULL,361,"admin","admin","2016-02-11 16:07:47","2017-07-13 22:14:18","2016-02-11 16:07:47"
96,3,1,1,"Subjects--GenreForm--AT","47fb259699c20286f112c7312931612e87d711f2",NULL,NULL,361,"admin","admin","2016-02-11 16:07:47","2017-07-13 22:14:18","2016-02-11 16:07:47"
97,3,1,1,"Subjects--Geographic Name--AT","a54085df4a0dabc0193a10963cbbd92788272bec",NULL,NULL,361,"admin","admin","2016-02-11 16:07:47","2017-07-13 22:14:18","2016-02-11 16:07:47"
98,3,1,1,"Subjects--Occupation--AT","4d44036a22d69fd922f847da905126038ef972ba",NULL,NULL,361,"admin","admin","2016-02-11 16:07:47","2017-07-13 22:14:18","2016-02-11 16:07:47"
99,4,1,1,"Subjects--Topical Term--AT","2e3b3d25601e17aab48b60f1216e0c7da71559ea",NULL,NULL,361,"admin","admin","2016-02-11 16:07:47","2017-07-13 22:14:18","2016-02-11 16:07:47"
100,0,1,1,"Digital file formats","d633425adb3ef1526a5dc56ff10960c12bca55c3",NULL,NULL,357,"admin","admin","2016-02-15 18:20:25","2017-07-13 22:14:18","2016-02-15 18:20:25"
101,1,1,1,"Party affiliation -- Law and legislation","69acb9d8c6cb90f351c1ef6b2e3d58e241cc1c1b",NULL,NULL,360,"admin","admin","2016-02-23 19:27:17","2017-07-13 22:14:18","2016-02-23 19:27:17"
102,1,1,1,"Political parties -- History","4bfcc24c5d373b1a4231255dde51bc50e7195344",NULL,NULL,360,"admin","admin","2016-02-23 19:27:17","2017-07-13 22:14:18","2016-02-23 19:27:17"
103,1,1,1,"Political parties -- United States","f803d0da97a6f7ee0cbea77691b2d0950111dc7e",NULL,NULL,360,"admin","admin","2016-02-23 19:27:17","2017-07-13 22:14:18","2016-02-23 19:27:17"
104,1,1,1,"Gay rights -- United States","51df076d7d4ab81cc28d4426ea04f642a7999f00",NULL,NULL,360,"admin","admin","2016-02-23 19:27:17","2017-07-13 22:14:18","2016-02-23 19:27:17"
105,1,1,1,"Political campaigns -- United States","d48f0be4d5011465d5b5cec670f568a8ba69eba7",NULL,NULL,360,"admin","admin","2016-02-23 19:27:17","2017-07-13 22:14:18","2016-02-23 19:27:17"
106,1,1,1,"President George W. Bush","099f9b1917a752aca95cc9959f758a2391e6c1af",NULL,NULL,2417,"admin","admin","2016-02-23 19:27:17","2017-07-13 22:14:18","2016-02-23 19:27:17"
107,1,1,1,"President Gerald R. Ford","a3ee673de3c9aed643e45d6ffeaca218f292f823",NULL,NULL,2417,"admin","admin","2016-02-23 19:27:17","2017-07-13 22:14:18","2016-02-23 19:27:17"
108,1,1,1,"Senator Alan K. Simpson","52bdcdc14dcfe1d01033d3a2f0894507bb54f259",NULL,NULL,2417,"admin","admin","2016-02-23 19:27:17","2017-07-13 22:14:18","2016-02-23 19:27:17"
109,12,1,1,"Documentary photography","70550ef84581398dd42b12598b4f97df4986858b",NULL,NULL,360,"admin","admin","2016-02-29 19:59:14","2017-07-13 22:14:18","2016-02-29 19:59:14"
110,17,1,1,"Young photographers -- Pictorial works","658566a8ac35caa0bafa520290138d2287d7b8a7",NULL,NULL,360,"admin","admin","2016-02-29 19:59:14","2017-07-13 22:14:18","2016-02-29 19:59:14"
111,17,1,1,"Photography -- United States","faa62999ee749aba3954cabf1f00be48f2e4761f",NULL,NULL,360,"admin","admin","2016-02-29 19:59:14","2017-07-13 22:14:18","2016-02-29 19:59:14"
112,19,1,1,"Gelatin silver prints","a5dc25592171676abb7c123c8418a216b6376012",NULL,NULL,357,"admin","admin","2016-02-29 19:59:15","2017-07-13 22:14:18","2016-02-29 19:59:15"
113,19,1,1,"Black-and-white prints (photographs)","10eb74e42405f3c72f0b360732ff4eb8e8ee4ace",NULL,NULL,357,"admin","admin","2016-02-29 19:59:15","2017-07-13 22:14:18","2016-02-29 19:59:15"
114,17,1,1,"Color prints (photographs)","6701c0436e3c5e6bba548089cccc4678eb8f9367",NULL,NULL,360,"admin","admin","2016-02-29 19:59:15","2017-07-13 22:14:18","2016-02-29 19:59:15"
115,5,1,1,"Kwaio language","8f54ee169a49b8a7967925be4110e827eeef12d7",NULL,NULL,360,"admin","admin","2016-03-04 14:43:22","2017-07-13 22:14:18","2016-03-04 14:43:22"
116,5,1,1,"Solomon Islands","2a9c30a6c9c566a4edd408357c3c4b86c184d5f7",NULL,NULL,360,"admin","admin","2016-03-04 14:43:22","2017-07-13 22:14:18","2016-03-04 14:43:22"
117,5,1,1,"Anthropologists -- Biography","47e45f54865202d8c2d9d49bf917d400c3260df6",NULL,NULL,360,"admin","admin","2016-03-04 14:43:22","2017-07-13 22:14:18","2016-03-04 14:43:22"
118,1,1,1,"Jazz musicians.","60d2a717162c9e807c9f97b5c4a63beadad2d74c",NULL,NULL,360,"admin","admin","2016-04-01 19:26:01","2017-07-13 22:14:18","2016-04-01 19:26:01"
119,3,1,1,"campus activities and participatory groups","1b5a75ed523d05c3d48b7b113baacb24ec1b77a6",NULL,NULL,2898,"admin","admin","2016-04-01 19:33:04","2017-07-13 22:14:18","2016-04-01 19:33:04"
120,3,1,1,"Massachusetts Institute of Technology--History","2e12c8c8cdb330fb04c4cbe9e4c7ed538b8b09d0",NULL,NULL,360,"admin","admin","2016-04-01 19:33:04","2017-07-13 22:14:18","2016-04-01 19:33:04"
121,10,1,1,"Music","038122fa9d090b36a737ec7549ada63a7cbed137",NULL,NULL,360,"admin","admin","2016-04-01 19:33:04","2017-07-13 22:14:18","2016-04-01 19:33:04"
122,3,1,1,"student life","462b4ad45da023330c9309ad385d0f02f2e7b322",NULL,NULL,2898,"admin","admin","2016-04-01 19:33:04","2017-07-13 22:14:18","2016-04-01 19:33:04"
123,3,1,1,"students' societies","3e4d2c2a8615549fd96a7c7d19eb79bfc32b4532",NULL,NULL,2898,"admin","admin","2016-04-01 19:33:04","2017-07-13 22:14:18","2016-04-01 19:33:04"
124,5,1,1,"Account books","e58793fcf8d998705f7ef0f4f794a1090d08d61b",NULL,NULL,357,"buschedw","buschedw","2016-04-11 14:52:29","2017-07-13 22:14:18","2016-04-11 14:52:29"
125,1,1,1,"Canaan (N.Y.)","8ddb8b48e6237baf450d9873f35e91a5daa21fbc",NULL,NULL,360,"buschedw","buschedw","2016-04-11 14:52:29","2017-07-13 22:14:18","2016-04-11 14:52:29"
126,1,1,1,"Columbia County (N.Y.)","07b8f927ca860f427be57d08d618d12b5fd46a7c",NULL,NULL,360,"buschedw","buschedw","2016-04-11 14:52:29","2017-07-13 22:14:18","2016-04-11 14:52:29"
127,1,1,1,"Franklin County (Kan.)","d97cd0067d8feab157d1dd3c10bdf8ffa9f365e6",NULL,NULL,360,"buschedw","buschedw","2016-04-11 14:52:29","2017-07-13 22:14:18","2016-04-11 14:52:29"
128,1,1,1,"Frontier and pioneer life -- Connecticut","3a21d4e632ffc02fe7d5a5c04975eb7126c304d4",NULL,NULL,360,"buschedw","buschedw","2016-04-11 14:52:29","2017-07-13 22:14:18","2016-04-11 14:52:29"
129,1,1,1,"Frontier and pioneer life -- Kansas","72b31faee505c73dc0677316500aaaffaff139bd",NULL,NULL,360,"buschedw","buschedw","2016-04-11 14:52:29","2017-07-13 22:14:18","2016-04-11 14:52:29"
